universe.size,Cycle breaking,Grounding,answer,number.of.independent.pairs,instance,proportion.probabilistic,Propagating evidence,domain.size,Clark's completion,Total time,number.of.facts,number.of.variables,maximum.arity,number.of.predicates,DSharp compilation,maximum.number.of.nodes
1600,,0.0083,,22,7,0.5,0.0000,200,,0.2606,1000,8,1,8,,8
3050000,0.0003,0.0022,0.4,15,9,0.5,0.0000,100,0.0001,2.1047,10000,2,3,8,0.0008,4
32080400,1.5345,0.1254,0.4,15,8,0.5,0.0000,200,0.0091,2.1654,1000,8,3,8,0.0895,4
384160400,0.0001,0.0022,0.1,15,1,0.75,0.0000,400,0.0001,3.3296,10000,4,3,8,0.0008,4
120200,,0.0694,,4,4,0.25,0.0000,200,,1.7412,10000,4,2,4,,8
1120400,0.0001,0.0023,0.8,26,5,0.5,0.0000,400,0.0000,2.4811,10000,2,2,8,0.0004,8
256161200,0.0001,0.0033,1,15,8,0.5,0.0000,400,0.0001,0.2455,1000,2,3,8,0.0010,4
3200,,0.0021,,12,1,0.5,0.0000,400,,0.1077,1000,2,1,8,,4
3020300,0.0001,0.0047,1,28,1,0.25,0.0000,100,0.0000,2.7076,10000,2,3,8,0.0007,2
800,0.0000,0.0024,1,9,5,0.5,0.0000,100,0.0000,0.0925,600.0,2,1,8,0.0005,4
2010500,0.0000,0.0016,1,15,0,0.25,0.0000,100,0.0000,34.9857,100000,2,3,8,0.0004,4
128000800,,0.0137,,1,9,0.75,0.0000,400,,2.0557,10000,4,3,4,,4
30500,0.0000,0.0024,1,27,3,0.75,0.0000,100,0.0000,7.7636,22875.0,2,2,8,0.0003,2
641600,,0.0094,,19,8,0.5,0.0001,400,,1.8029,10000,2,2,8,,2
24000200,0.0001,0.0020,0.2,1,3,0.5,0.0000,200,0.0000,4.5464,10000,4,3,4,0.0006,4
480400,,0.0054,,4,4,0.5,0.0000,400,,0.2025,1000,4,2,4,,8
800,,0.0071,,22,1,0.75,0.0000,100,,0.1367,600.0,8,1,8,,8
128000800,0.0002,0.0026,0.2,1,4,0.75,0.0000,400,0.0000,35.0280,100000,4,3,4,0.0008,4
128160400,0.0001,0.0022,1,6,6,0.25,0.0000,400,0.0000,2.1135,10000,4,3,4,0.0007,8
200600,0.0002,0.0023,0.2,1,2,0.25,0.0000,200,0.0001,0.2910,1000,8,2,8,0.0010,2
40400,0.0003,0.0022,0.6,9,3,0.5,0.0000,100,0.0000,0.1744,1000,4,2,8,0.0005,8
121000,,0.0041,,27,7,0.25,0.0000,200,,0.1593,1000,2,2,8,,2
30500,0.0001,0.0025,1,8,2,0.25,0.0000,100,0.0000,4.8161,22875.0,4,2,8,0.0007,8
3200,0.0005,0.0062,0.8,5,8,0.75,0.0000,400,0.0003,0.2907,1000,4,1,8,0.0009,2
256320800,0.0000,0.0012,1,23,1,0.75,0.0000,400,0.0000,0.2706,1000,8,3,8,0.0004,2
192161600,0.0001,0.0011,1,17,9,0.75,0.0000,400,0.0000,36.7766,100000,8,3,8,0.0003,4
482000,0.0001,0.0018,1,1,1,0.25,0.0000,400,0.0000,1.9627,10000,8,2,8,0.0005,2
641600,,0.0210,,4,1,0.75,0.0000,400,,1.9492,10000,8,2,8,,8
1600,0.0001,0.0040,1,22,3,0.5,0.0000,200,0.0000,0.3150,1200.0,8,1,8,0.0007,8
160800,,0.0932,,4,1,0.5,0.0000,200,,23.7901,100000,8,2,8,,8
8000600,0.0001,0.0022,0.8,1,9,0.75,0.0001,200,0.0000,3.2432,10000,8,3,4,0.0009,4
16080000,0.0002,0.0025,0.1,1,2,0.5,0.0000,200,0.0000,0.3878,1000,4,3,4,0.0008,4
1010200,,0.0090,,6,9,0.5,0.0000,100,,0.3758,1000,4,3,4,,8
30500,0.0001,0.0010,0.2,1,0,0.25,0.0000,100,0.0000,2.3365,10000,8,2,8,0.0004,2
40080200,0.0001,0.0014,0.7,15,7,0.75,0.0000,200,0.0000,0.2243,1000,4,3,8,0.0012,4
3020300,,30.0008,,15,1,0.5,0.0000,100,,60.0003,100000,8,3,8,,4
1600,0.3510,0.7298,,5,6,0.75,0.0000,200,0.2953,60.4218,1200.0,8,1,8,58.8645,2
2030300,,0.0091,,1,3,0.75,0.0000,100,,0.3796,1000,4,3,8,,8
160400,0.0020,0.0037,0.2,0,0,0.25,0.0000,400,0.0001,0.2752,1000,4,2,2,0.0009,2
128160400,,0.0038,,6,6,0.75,0.0000,400,,0.2136,1000,4,3,4,,8
480400,0.0000,0.0011,1,6,4,0.25,0.0000,400,0.0000,19.5771,100000,4,2,4,0.0003,4
128321600,0.0000,0.0011,1,15,9,0.75,0.0000,400,0.0000,0.1179,1000,4,3,8,0.0004,4
1010000,0.0001,0.0014,0.3,1,8,0.5,0.0000,100,0.0000,0.1251,1000,2,3,2,0.0005,4
240400,,0.0029,,4,7,0.5,0.0000,200,,0.1068,1000,8,2,8,,8
200600,0.0000,0.0013,1,8,0,0.75,0.0000,200,0.0001,1.9806,10000,4,2,8,0.0004,8
200,,0.0019,,1,5,0.75,0.0000,100,,0.0178,150.0,8,1,2,,8
20200,0.0000,0.0016,1,6,2,0.5,0.0000,100,0.0000,0.1032,1000,4,2,4,0.0003,4
64160800,,0.1729,,6,9,0.25,0.0000,400,,20.4000,100000,4,3,4,,8
4000400,0.0001,0.0014,0.1,15,5,0.5,0.0000,100,0.0000,0.2008,1000,8,3,8,0.0005,4
160800,0.0001,0.0014,0.8,17,7,0.25,0.0000,200,0.0000,23.1181,100000,2,2,8,0.0005,4
800,,0.0039,,11,6,0.75,0.0000,100,,0.1031,600.0,8,1,8,,4
320320400,0.0000,0.0015,1,28,3,0.5,0.0000,400,0.0000,3.0206,10000,2,3,8,0.0005,2
240400,0.0001,0.0021,0.3,27,6,0.75,0.0000,200,0.0001,2.8600,10000,2,2,8,0.0007,2
50300,0.0001,0.0014,0.9,20,1,0.75,0.0000,100,0.0000,9.4381,37725.0,8,2,8,0.0005,8
4010300,0.0001,0.0017,0.8,15,8,0.75,0.0000,100,0.0000,32.6743,100000,2,3,8,0.0005,4
1600,,0.0060,,5,3,0.75,0.0000,200,,0.1689,1000,4,1,8,,2
192800000,0.0001,0.0020,1,15,9,0.25,0.0000,400,0.0000,0.3358,1000,2,3,8,0.0007,4
60200,0.0004,0.0041,0.2,8,4,0.5,0.0000,100,0.0001,10.7169,45150.0,4,2,8,0.0009,8
121000,0.0005,0.0038,0.2,8,9,0.5,0.0000,200,0.0001,0.2957,1000,4,2,8,0.0008,8
40400,0.0001,0.0067,0.4,9,7,0.25,0.0000,100,0.0000,1.6483,10000,4,2,8,0.0005,8
801200,0.0000,0.0027,1,19,4,0.25,0.0000,400,0.0000,20.6080,100000,2,2,8,0.0004,2
192160000,,0.0122,,1,7,0.25,0.0000,400,,0.3587,1000,8,3,4,,4
48000400,0.0001,0.0022,1,15,5,0.25,0.0000,200,0.0000,2.3664,10000,2,3,8,0.0007,4
2010100,0.0001,0.0020,1,1,0,0.25,0.0000,100,0.0000,0.3395,1000,8,3,4,0.0007,4
200600,0.0001,0.0013,0.2,19,3,0.5,0.0000,200,0.0000,0.1816,1000,2,2,8,0.0005,2
16080800,,0.0924,,15,9,0.75,0.0000,200,,21.2591,100000,4,3,8,,4
80000,0.0001,0.0031,0.3,0,1,0.75,0.0000,200,0.0001,11.1939,60000.0,4,2,2,0.0006,2
192321200,0.0001,0.0008,0.4,1,7,0.5,0.0000,400,0.0000,0.1677,1000,4,3,8,0.0004,8
128160400,0.0002,0.0024,0.9,1,0,0.5,0.0000,400,0.0001,19.3562,100000,8,3,4,0.0009,4
2020400,,0.0094,,15,6,0.25,0.0000,100,,0.3407,1000,8,3,8,,4
10300,,59.8479,,6,5,0.25,0.0000,100,,60.0003,1000,4,2,4,,4
800,0.0004,0.0062,0.3,5,8,0.25,0.0000,200,0.0001,0.1449,600.0,2,1,4,0.0009,4
192160000,,0.0041,,1,2,0.75,0.0000,400,,0.3169,1000,8,3,4,,4
50300,0.0003,0.1093,1,8,1,0.75,0.0000,100,0.0000,6.6604,37725.0,4,2,8,0.0005,8
50300,,0.0491,,12,2,0.25,0.0000,100,,2.1647,10000,8,2,8,,2
384320000,0.0001,0.0014,0.1,28,6,0.75,0.0000,400,0.0000,25.8446,100000,2,3,8,0.0006,2
3200,,0.0044,,22,5,0.25,0.0000,400,,0.5062,2400.0,8,1,8,,8
48040200,0.0001,0.0017,0.7,23,6,0.25,0.0000,200,0.0001,20.4892,100000,2,3,8,0.0006,4
3200,0.0003,0.0034,0.2,11,6,0.25,0.0000,400,0.0001,0.3733,2400.0,8,1,8,0.0006,4
3010400,0.0001,0.0030,1,23,9,0.25,0.0000,100,0.0000,26.2087,100000,2,3,8,0.0007,4
800,,0.0070,,5,8,0.25,0.0000,100,,0.1454,600.0,4,1,8,,2
16080800,,0.0338,,15,6,0.75,0.0000,200,,2.8552,10000,8,3,8,,4
192000400,0.0001,0.0030,0.5,6,2,0.75,0.0000,400,0.0000,0.2787,1000,4,3,4,0.0005,8
41400,0.0001,0.0023,1,19,9,0.5,0.0000,200,0.0000,7.2049,31050.0,2,2,8,0.0007,2
128000800,0.0000,0.0014,1,1,5,0.75,0.0000,400,0.0000,0.2206,1000,8,3,4,0.0005,4
1600,,0.0031,,8,3,0.5,0.0000,200,,0.1371,1000,8,1,8,,8
1000300,0.0001,0.0025,1,1,9,0.25,0.0000,100,0.0000,2.5521,10000,8,3,4,0.0007,4
128481200,,0.0059,,8,4,0.5,0.0000,400,,2.4884,10000,2,3,8,,4
256161200,0.0000,0.0017,1,21,7,0.25,0.0000,400,0.0000,26.7706,100000,4,3,8,0.0005,2
2030300,0.0001,0.0045,1,15,2,0.25,0.0000,100,0.0001,0.3002,1000,2,3,8,0.0006,4
16200200,0.0002,0.0037,0.7,3,7,0.75,0.0000,200,0.0001,0.3543,1000,4,3,8,0.0006,2
32080400,0.0001,0.0009,0.3,12,6,0.75,0.0000,200,0.0000,1.4674,10000,4,3,8,0.0003,8
800,,0.0041,,10,0,0.25,0.0000,100,,0.0495,600.0,4,1,8,,8
1600,,0.0034,,10,3,0.75,0.0000,200,,0.1671,1000,4,1,8,,8
322400,,0.0717,,20,9,0.5,0.0000,400,,1.8968,10000,8,2,8,,8
3010400,0.0001,0.0022,1,17,9,0.25,0.0000,100,0.0000,0.2471,1000,8,3,8,0.0008,4
800,,0.0078,,8,4,0.75,0.0000,100,,0.1964,600.0,8,1,8,,8
192480800,0.0001,0.0017,0.5,8,9,0.25,0.0000,400,0.0000,20.3308,100000,2,3,8,0.0006,4
16160400,,0.0101,,12,9,0.25,0.0000,200,,1.1460,10000,4,3,8,,8
320000,0.0000,0.0019,1,0,4,0.25,0.0000,400,0.0000,1.7114,10000,4,2,2,0.0006,2
800,,0.0143,,8,5,0.75,0.0000,100,,0.1951,600.0,8,1,8,,8
24000200,0.0001,0.0025,0.2,1,7,0.75,0.0000,200,0.0001,2.7299,10000,4,3,4,0.0008,4
192321200,0.0001,0.0014,0.1,23,1,0.75,0.0000,400,0.0000,2.6521,10000,2,3,8,0.0005,4
320160800,,0.0070,,23,4,0.75,0.0000,400,,0.4307,1000,8,3,8,,2
4010300,,0.0021,,21,7,0.25,0.0000,100,,0.1726,1000,4,3,8,,2
192000400,0.0000,0.0010,1,1,3,0.25,0.0000,400,0.0000,0.1366,1000,4,3,4,0.0003,4
280200,0.0002,0.0040,0.52,12,8,0.5,0.0000,200,0.0000,17.5885,100000,8,2,8,0.0249,2
320320400,0.0001,0.0024,0.7,27,0,0.75,0.0000,400,0.0000,2.2644,10000,4,3,8,0.0003,2
2010100,0.0000,0.0010,1,1,5,0.5,0.0000,100,0.0000,0.1188,1000,4,3,4,0.0004,4
50300,0.0000,0.0008,1,27,9,0.5,0.0000,100,0.0000,0.1243,1000,2,2,8,0.0003,2
3020300,0.0000,0.0040,1,17,1,0.75,0.0000,100,0.0001,0.2773,1000,8,3,8,0.0005,4
801200,,0.0027,,20,1,0.75,0.0000,400,,1.8858,10000,8,2,8,,8
3200,,0.0026,,22,7,0.5,0.0000,400,,0.0880,1000,8,1,8,,8
480400,0.0001,0.0015,1,4,6,0.25,0.0000,400,0.0000,1.3764,10000,4,2,4,0.0005,8
1600,,0.0050,,3,0,0.5,0.0000,200,,0.1539,1000,4,1,8,,8
64001200,,0.0021,,1,9,0.5,0.0000,400,,0.0876,1000,8,3,4,,4
20600,,0.0436,,8,8,0.25,0.0000,100,,0.9816,10000,4,2,8,,8
10100,0.0381,0.1170,1,0,5,0.5,0.0000,100,0.0435,0.6323,1000,4,2,2,0.1528,2
1600,,0.0035,,22,7,0.25,0.0000,200,,0.1463,1200.0,8,1,8,,8
40400,,0.0187,,4,0,0.75,0.0000,100,,5.4829,30300.0,8,2,8,,8
32040600,,0.0030,,12,5,0.75,0.0000,200,,2.6967,10000,4,3,8,,8
40400,,0.0034,,16,5,0.25,0.0000,100,,0.1557,1000,4,2,8,,2
1000300,0.0000,0.0019,1,1,9,0.5,0.0000,100,0.0000,0.3277,1000,8,3,4,0.0007,4
16080800,0.0002,0.0023,0.3,12,2,0.5,0.0000,200,0.0001,0.3284,1000,4,3,8,0.0008,8
3200,,0.0035,,10,3,0.5,0.0000,400,,0.2868,2400.0,4,1,8,,8
200600,0.0000,0.0012,1,27,4,0.25,0.0000,200,0.0000,20.3403,100000,2,2,8,0.0004,2
3200,,0.0042,,20,0,0.5,0.0000,400,,0.1813,2400.0,8,1,8,,8
16160400,0.0001,0.0010,0.4,12,9,0.75,0.0000,200,0.0000,0.1202,1000,4,3,8,0.0004,8
3000100,0.0000,0.0016,1,1,7,0.25,0.0000,100,0.0000,19.7728,100000,4,3,4,0.0004,4
200600,0.0001,0.0014,0.4,19,2,0.75,0.0000,200,0.0000,1.4052,10000,2,2,8,0.0006,2
3000100,,0.0199,,1,3,0.25,0.0000,100,,1.6698,10000,8,3,4,,4
280200,,0.0581,,16,8,0.5,0.0000,200,,15.3020,100000,4,2,8,,2
40400,0.0001,0.0016,0.4,4,1,0.5,0.0000,100,0.0000,4.9838,30300.0,8,2,8,0.0006,8
192321200,0.0001,0.0021,0.5,23,1,0.75,0.0000,400,0.0001,0.3739,1000,2,3,8,0.0008,4
801200,0.0001,0.0009,0.2,27,2,0.75,0.0000,400,0.0000,27.1447,100000,2,2,8,0.0004,2
1600,,0.0025,,20,7,0.5,0.0000,200,,0.0946,1200.0,8,1,8,,8
800,,0.0033,,1,5,0.25,0.0000,100,,0.0822,600.0,8,1,8,,2
320800,,0.0043,,0,9,0.5,0.0000,400,,21.9266,100000,4,2,4,,2
192000400,0.0000,0.0026,1,6,2,0.25,0.0000,400,0.0000,0.1833,1000,4,3,4,0.0004,8
800,,0.0046,,20,9,0.25,0.0000,100,,0.0789,600.0,8,1,8,,8
24080600,0.0001,0.0018,0.4,15,3,0.75,0.0000,200,0.0001,25.8145,100000,2,3,8,0.0006,4
128162000,0.0000,0.0009,1,15,0,0.5,0.0000,400,0.0000,1.2233,10000,2,3,8,0.0003,4
801200,0.0001,0.0015,0.1,19,4,0.75,0.0000,400,0.0000,0.1117,1000,2,2,8,0.0004,2
128000800,,1.2900,,1,6,0.25,0.0000,400,,23.9754,100000,8,3,4,,4
960800,0.0000,0.0027,1,27,6,0.25,0.0000,400,0.0000,19.5322,100000,2,2,8,0.0005,2
128320000,0.0000,0.0010,1,6,0,0.5,0.0000,400,0.0000,1.2495,10000,4,3,4,0.0004,8
3200,,0.0106,,5,2,0.5,0.0000,400,,0.2091,2400.0,4,1,8,,2
256320800,0.0000,0.0012,1,23,0,0.75,0.0000,400,0.0000,21.0325,100000,2,3,8,0.0004,4
160800,0.0001,0.0033,0.3,1,7,0.75,0.0000,200,0.0000,23.6466,100000,8,2,8,0.0005,2
1600,,0.0086,,20,3,0.5,0.0000,200,,0.1939,1000,8,1,8,,8
200600,0.0000,0.0019,1,20,5,0.5,0.0000,200,0.0000,0.3132,1000,8,2,8,0.0007,8
40600,,0.0817,,6,8,0.5,0.0000,200,,5.0531,30450.0,4,2,4,,4
160800,0.0001,0.0020,1,20,2,0.25,0.0000,200,0.0001,2.3988,10000,8,2,8,0.0007,8
200600,0.0002,0.0024,0.2,26,2,0.25,0.0000,200,0.0001,20.0438,100000,2,2,8,0.0008,8
24080600,0.0000,0.0014,1,23,7,0.75,0.0000,200,0.0000,27.6270,100000,8,3,8,0.0004,2
192161600,,0.1552,,3,6,0.75,0.0000,400,,30.9241,100000,4,3,8,,2
240400,0.0001,0.0022,0.6,9,1,0.5,0.0000,200,0.0001,2.4671,10000,4,2,8,0.0008,8
1600,,0.0037,,15,9,0.25,0.0000,200,,0.1385,1000,8,1,8,,8
1600,,0.0031,,8,9,0.5,0.0000,200,,0.1737,1200.0,8,1,8,,8
1010000,0.0000,0.0035,1,1,0,0.25,0.0000,100,0.0000,28.4793,100000,2,3,2,0.0005,4
16080800,0.0000,0.0015,1,22,3,0.5,0.0000,200,0.0000,25.8909,100000,2,3,8,0.0004,2
192002000,,0.0026,,1,9,0.75,0.0000,400,,0.2218,1000,4,3,8,,8
3030200,0.0000,0.0011,1,22,4,0.5,0.0000,100,0.0000,0.1953,1000,2,3,8,0.0004,2
1600,,0.0043,,6,4,0.75,0.0000,200,,0.1930,1200.0,2,1,8,,8
3200,0.0001,0.0037,1,8,5,0.25,0.0000,400,0.0001,0.4942,2400.0,8,1,8,0.0006,8
121000,0.2357,0.9193,1,12,9,0.5,0.0000,200,0.2037,21.4935,90750.0,8,2,8,0.6369,2
482000,0.0000,0.0009,1,27,7,0.75,0.0000,400,0.0000,0.0995,1000,2,2,8,0.0004,2
240400,0.0000,0.0016,1,1,8,0.25,0.0000,200,0.0000,19.3188,100000,8,2,8,0.0007,2
384000800,,0.0068,,15,2,0.25,0.0000,400,,1.7781,10000,8,3,8,,4
32080400,0.0000,0.0008,0.5,3,3,0.75,0.0000,200,0.0000,1.1768,10000,4,3,8,0.0003,2
1600,0.0001,0.0038,1,5,0,0.25,0.0000,200,0.0000,0.1491,1200.0,8,1,8,0.0005,2
192321200,0.0001,0.0018,0.3,28,1,0.5,0.0000,400,0.0000,24.2606,100000,2,3,8,0.0007,2
16000000,0.0000,0.0009,1,1,2,0.25,0.0000,200,0.0000,1.2399,10000,2,3,2,0.0003,4
1600,0.0000,0.0014,1,5,8,0.75,0.0000,400,0.0000,0.1002,1200.0,4,1,4,0.0003,2
482000,0.0000,0.0010,1,1,1,0.5,0.0000,400,0.0000,13.3641,100000,8,2,8,0.0003,2
16120600,0.0001,0.0010,0.8,1,3,0.5,0.0000,200,0.0000,1.0814,10000,4,3,8,0.0003,8
482000,0.0001,0.0029,0.1,8,2,0.75,0.0000,400,0.0000,0.1809,1000,4,2,8,0.0006,8
24001000,0.0001,0.0014,0.7,1,9,0.5,0.0000,200,0.0000,19.7904,100000,4,3,8,0.0004,8
121000,0.0001,0.0010,0.2,17,6,0.75,0.0000,200,0.0000,1.5753,10000,2,2,8,0.0004,4
8080200,,0.0048,,6,3,0.75,0.0000,200,,23.9184,100000,4,3,4,,8
160800,0.0000,0.0014,1,19,5,0.5,0.0000,200,0.0000,0.1956,1000,2,2,8,0.0005,2
30100,0.0001,0.0019,0.8,0,2,0.5,0.0000,100,0.0000,5.2180,22575.0,4,2,4,0.0006,2
24080600,0.0000,0.0032,1,23,7,0.25,0.0000,200,0.0000,2.1778,10000,8,3,8,0.0005,2
24120400,0.0000,0.0015,1,28,2,0.25,0.0000,200,0.0000,21.2806,100000,2,3,8,0.0005,2
16120600,0.0001,0.0015,0.3,15,2,0.5,0.0000,200,0.0000,2.1503,10000,2,3,8,0.0005,4
128000800,0.0000,0.0016,1,1,5,0.25,0.0000,400,0.0000,2.4246,10000,8,3,4,0.0006,4
3200,,0.0037,,15,5,0.5,0.0000,400,,0.1572,1000,8,1,8,,8
1600,,0.0044,,22,0,0.5,0.0000,200,,0.1493,1000,8,1,8,,8
2050100,0.0000,0.0013,1,23,5,0.5,0.0000,100,0.0000,2.1883,10000,2,3,8,0.0005,4
64000400,0.0001,0.0017,0.7,1,5,0.75,0.0000,400,0.0000,2.2099,10000,2,3,2,0.0006,4
24000200,0.0000,0.0014,1,1,3,0.25,0.0000,200,0.0000,1.5107,10000,4,3,4,0.0004,4
1600,,0.0030,,8,6,0.5,0.0000,200,,0.1144,1200.0,8,1,8,,8
64000000,0.0018,6.8275,1,15,9,0.5,0.0000,200,0.0000,8.7150,10000,8,3,8,0.0005,4
60200,0.0000,0.0035,1,27,8,0.5,0.0000,100,0.0000,2.1329,10000,2,2,8,0.0006,2
50300,0.0005,0.0056,0.1,16,9,0.5,0.0001,100,0.0001,1.9560,10000,4,2,8,0.0036,2
24120400,0.0001,0.0015,0.9,17,4,0.5,0.0000,200,0.0000,2.4122,10000,8,3,8,0.0005,4
960800,,0.0429,,12,7,0.5,0.0000,400,,20.9815,100000,8,2,8,,2
60200,,0.2060,,4,3,0.75,0.0000,100,,8.8119,45150.0,8,2,8,,8
2030300,,0.0036,,8,4,0.25,0.0000,100,,2.0024,10000,2,3,8,,4
4020200,0.0000,0.0016,1,12,6,0.25,0.0000,100,0.0000,1.5848,10000,4,3,8,0.0006,8
800,0.0000,0.0025,1,1,8,0.5,0.0001,100,0.0000,0.1050,600.0,8,1,8,0.0004,2
641600,0.0000,0.0014,1,9,3,0.25,0.0000,400,0.0000,1.9668,10000,4,2,8,0.0005,8
200600,,0.0035,,20,1,0.5,0.0000,200,,0.1975,1000,8,2,8,,8
2010100,,0.0131,,1,8,0.5,0.0000,100,,0.3026,1000,8,3,4,,4
121000,0.0002,0.0025,0.6,27,7,0.5,0.0000,200,0.0000,0.2015,1000,2,2,8,0.0005,2
256640000,0.0001,0.0014,0.4,21,0,0.75,0.0000,400,0.0000,0.2643,1000,4,3,8,0.0005,2
256320800,0.0007,0.0160,0.7232,3,3,0.75,0.0000,400,0.0001,0.2790,1000,4,3,8,0.0199,2
4010300,0.0000,0.0027,1,28,5,0.25,0.0000,100,0.0000,0.2353,1000,2,3,8,0.0004,2
256320800,0.0000,0.0017,1,15,5,0.5,0.0000,400,0.0000,2.5693,10000,4,3,8,0.0005,4
1600,,0.0062,,9,7,0.5,0.0000,200,,0.1766,1000,2,1,8,,4
3020300,0.0000,0.0018,1,21,6,0.25,0.0000,100,0.0000,24.8667,100000,4,3,8,0.0004,2
128160400,0.0000,0.0017,1,1,5,0.25,0.0000,400,0.0000,30.2228,100000,4,3,4,0.0005,4
800,,0.0112,,15,9,0.25,0.0000,100,,0.1193,600.0,8,1,8,,8
192480800,,0.1651,,1,4,0.75,0.0000,400,,26.6332,100000,4,3,8,,8
4030100,0.0001,0.0010,0.1,3,9,0.5,0.0000,100,0.0000,24.9011,100000,4,3,8,0.0004,2
200600,,0.0033,,26,2,0.25,0.0000,200,,0.1719,1000,2,2,8,,8
50300,0.0000,0.0014,1,9,9,0.5,0.0001,100,0.0000,0.1872,1000,4,2,8,0.0005,8
128481200,0.0002,0.0025,0.8,23,3,0.75,0.0000,400,0.0001,25.9215,100000,2,3,8,0.0008,4
60200,0.0001,0.0020,0.8,4,9,0.75,0.0000,100,0.0000,0.2086,1000,8,2,8,0.0005,8
960800,0.0138,6.4057,0.7,4,5,0.75,0.0000,400,0.0001,27.5919,100000,8,2,8,0.0007,8
80000,0.0000,0.0022,1,4,8,0.25,0.0000,100,0.0000,9.1543,60000.0,8,2,8,0.0004,8
3200,0.0000,0.0039,1,9,4,0.25,0.0000,400,0.0000,0.0965,1000,4,1,8,0.0005,4
1600,,0.0062,,5,7,0.5,0.0000,400,,0.0790,1000,2,1,4,,4
2020400,0.0001,0.0009,0.9,15,6,0.75,0.0000,100,0.0000,0.1146,1000,8,3,8,0.0004,4
3000100,0.0001,0.0015,0.1,1,7,0.75,0.0000,100,0.0000,2.1133,10000,4,3,4,0.0006,4
5010200,,0.0020,,23,4,0.5,0.0000,100,,0.1902,1000,8,3,8,,2
50300,0.0001,0.0020,0.7,27,9,0.75,0.0000,100,0.0001,2.5536,10000,2,2,8,0.0008,2
384320000,0.0000,0.0012,1,23,3,0.25,0.0000,400,0.0000,0.3261,1000,8,3,8,0.0004,2
8000200,0.0000,0.0023,1,1,5,0.25,0.0000,200,0.0000,2.6882,10000,2,3,2,0.0007,4
50300,0.0000,0.0015,1,4,2,0.25,0.0000,100,0.0000,1.7194,10000,8,2,8,0.0005,8
256161200,0.0001,0.0020,0.4,21,7,0.5,0.0000,400,0.0000,30.5722,100000,4,3,8,0.0006,2
384160400,,0.0036,,23,6,0.75,0.0000,400,,0.2393,1000,8,3,8,,2
1600,,0.0044,,11,3,0.75,0.0000,200,,0.1814,1000,8,1,8,,4
160800,,0.0030,,9,7,0.5,0.0000,200,,0.1725,1000,4,2,8,,8
2030300,0.0001,0.0022,0.5,27,9,0.75,0.0000,100,0.0000,29.3770,100000,4,3,8,0.0005,2
320800,,0.0237,,0,3,0.75,0.0000,400,,3.1565,10000,4,2,4,,2
16160400,0.0000,0.0023,1,21,8,0.25,0.0000,200,0.0000,25.1520,100000,4,3,8,0.0006,2
480400,,0.0038,,4,6,0.75,0.0000,400,,0.2009,1000,4,2,4,,8
8120800,,0.0035,,27,4,0.25,0.0000,200,,0.1591,1000,4,3,8,,2
4020200,0.0001,0.0018,0.3,12,8,0.75,0.0000,100,0.0000,0.2210,1000,4,3,8,0.0006,8
161200,0.0001,0.0015,0.4,6,5,0.75,0.0000,400,0.0000,20.5409,100000,4,2,4,0.0006,4
24080600,0.0002,0.0022,0.9,21,3,0.75,0.0000,200,0.0001,2.9709,10000,4,3,8,0.0008,2
192480800,0.0001,0.0013,0.1,28,2,0.25,0.0000,400,0.0000,20.3752,100000,2,3,8,0.0005,2
3200,,0.0073,,5,1,0.75,0.0000,400,,0.1727,1000,8,1,8,,2
280200,0.0000,0.0011,1,9,4,0.5,0.0000,200,0.0000,0.1837,1000,4,2,8,0.0005,8
20600,,6.1246,,20,9,0.5,0.0000,100,,6.4270,1000,8,2,8,,8
800,,0.0023,,3,1,0.5,0.0000,100,,0.0477,600.0,4,1,8,,8
240400,,0.0185,,1,9,0.5,0.0000,200,,1.1533,10000,8,2,8,,2
32120200,0.0001,0.0017,0.6,28,9,0.5,0.0000,200,0.0000,19.9768,100000,2,3,8,0.0007,2
3050000,0.0000,0.0009,1,15,9,0.25,0.0000,100,0.0000,1.3417,10000,2,3,8,0.0003,4
1600,0.0000,0.0014,1,5,2,0.5,0.0000,400,0.0000,0.0759,1000,4,1,4,0.0004,2
5030000,0.0000,0.0010,1,23,2,0.5,0.0000,100,0.0000,0.3536,1000,2,3,8,0.0003,4
256320800,,0.0055,,27,8,0.25,0.0001,400,,0.3229,1000,4,3,8,,2
3030200,0.0001,0.0014,0.9,22,4,0.5,0.0000,100,0.0000,2.3505,10000,2,3,8,0.0005,2
80400,0.0000,0.0021,1,0,4,0.5,0.0000,200,0.0000,0.3147,1000,4,2,4,0.0007,2
3020300,0.0000,0.0015,1,1,7,0.25,0.0000,100,0.0000,23.1199,100000,4,3,8,0.0004,8
3020300,0.0000,0.0012,1,1,7,0.75,0.0000,100,0.0000,0.2182,1000,4,3,8,0.0004,8
24040000,,0.1698,,1,2,0.5,0.0000,200,,27.3320,100000,8,3,4,,4
3200,,0.0065,,9,5,0.75,0.0000,400,,0.3990,2400.0,2,1,8,,4
24000200,0.0001,0.0033,0.9,6,2,0.75,0.0000,200,0.0000,3.3078,10000,4,3,4,0.0004,8
482000,0.0001,0.0061,1,9,8,0.75,0.0000,400,0.0000,2.5457,10000,4,2,8,0.0007,8
8040000,0.0001,0.0021,0.5,1,6,0.5,0.0000,200,0.0000,2.3201,10000,2,3,2,0.0008,4
50300,0.0002,0.0020,0.9,4,2,0.25,0.0000,100,0.0000,0.2884,1000,8,2,8,0.0008,8
