domain.size,number.of.predicates,number.of.variables,number.of.facts,Cycle breaking,Grounding,maximum.number.of.nodes,Compiling SDDExplicit,maximum.arity,proportion.probabilistic,Propagating evidence,Total time,number.of.independent.pairs,answer,instance,universe.size
100,4,4,1000,0.0000,0.0010,4,0.0002,2,0.25,0.0000,0.1136,6,1,0,30100
100,4,4,30000.0,,0.0834,2,,2,0.25,0.0000,3.9594,0,,0,40000
400,8,4,2400.0,0.0000,0.0043,2,0.0002,1,0.75,0.0000,0.2519,5,1,4,3200
400,8,4,1000,0.0000,0.0014,2,0.0003,3,0.25,0.0000,0.2078,21,1,0,256640000
200,8,2,1000,,0.0023,2,,3,0.75,0.0001,0.1427,22,,6,16080800
200,8,4,10000,0.0000,0.0010,2,0.0002,3,0.75,0.0000,1.5517,3,1,0,24080600
100,4,4,30000.0,,53.7472,4,,2,0.75,0.0000,60.0002,6,,3,40000
200,8,4,100000,,0.0732,8,,3,0.5,0.0000,24.9561,12,,1,32080400
200,8,2,10000,0.0001,0.0015,4,0.0003,3,0.75,0.0000,2.4895,8,0.1,5,56000200
400,8,8,2400.0,,0.0058,8,,1,0.25,0.0000,0.3542,8,,1,3200
200,8,4,1000,,0.0076,2,,1,0.5,0.0000,0.1731,5,,2,1600
400,8,4,100000,,0.0134,4,,3,0.75,0.0000,27.3217,15,,2,256480400
100,4,4,10000,0.0001,0.0015,4,0.0003,3,0.5,0.0000,2.5781,1,0.9,3,3000100
200,8,4,100000,,0.1643,2,,3,0.5,0.0000,26.1017,3,,5,40040400
200,8,2,10000,0.0007,0.9617,4,0.0002,3,0.5,0.0000,3.3292,8,1,8,24080600
200,8,2,1200.0,,0.0041,4,,1,0.75,0.0000,0.2205,12,,7,1600
200,8,8,100000,0.0000,0.0018,4,0.0003,3,0.25,0.0000,22.2952,15,1,3,24080600
400,8,2,1000,0.0002,0.0026,2,0.0004,2,0.5,0.0000,0.1940,19,0.4,4,801200
100,8,4,100000,0.0001,0.0020,8,0.0002,3,0.5,0.0000,25.0728,1,1,1,2030300
400,8,8,10000,0.0000,0.0015,4,0.0003,3,0.5,0.0000,2.3758,17,1,1,192321200
400,8,8,10000,,0.0120,8,,2,0.75,0.0000,2.1391,4,,0,641600
200,8,4,10000,0.0000,0.0037,8,0.0003,2,0.5,0.0000,1.3303,9,1,7,160800
200,2,2,100000,0.0001,0.0023,4,0.0002,3,0.5,0.0000,26.8252,1,0.4,7,8000200
400,4,4,100000,0.0000,0.0014,8,0.0004,2,0.25,0.0000,17.8772,4,1,8,480400
200,8,8,1200.0,,0.0038,8,,1,0.75,0.0000,0.2257,20,,6,1600
200,4,4,60300.0,0.0000,0.0014,2,0.0001,2,0.25,0.0000,11.8993,0,1,6,80400
100,4,4,10000,0.0001,0.0017,8,0.0004,3,0.25,0.0000,2.1113,6,0.6,6,2010100
100,8,4,1000,0.0001,0.0015,2,0.0003,3,0.5,0.0000,0.2245,3,0.4,0,3020300
400,2,4,1000,,0.0082,2,,2,0.25,0.0000,0.1994,0,,8,320000
400,8,8,2400.0,,0.0038,8,,1,0.5,0.0000,0.3866,20,,1,3200
400,8,2,100000,0.0001,0.0017,4,0.0003,2,0.75,0.0000,20.2946,17,0.7,0,801200
200,4,2,600.0,,0.0032,4,,1,0.75,0.0000,0.0742,5,,3,800
200,4,4,1000,,0.0027,4,,2,0.75,0.0000,0.1421,6,,4,120200
200,8,8,10000,,0.0117,4,,3,0.5,0.0000,1.9966,15,,6,16080800
200,4,4,10000,0.0002,0.0152,4,0.0005,2,0.25,0.0000,2.1995,6,0.4,1,80400
200,8,2,1000,0.0001,0.0013,2,0.0003,3,0.75,0.0000,0.1899,28,0.1,1,24080600
100,8,8,600.0,,0.0021,2,,1,0.25,0.0000,0.0514,5,,5,800
200,8,4,1000,0.0003,0.0028,8,0.0029,1,0.5,0.0000,0.0982,10,0.216,7,1600
200,8,2,1000,0.0001,0.0019,4,0.0004,1,0.5,0.0000,0.0948,12,0.5,7,1600
400,8,2,10000,0.0001,0.0014,4,0.0003,2,0.5,0.0000,1.6959,17,0.1,9,641600
400,8,8,100000,,0.1094,4,,3,0.5,0.0000,17.9440,15,,6,128321600
100,8,2,10000,0.0001,0.0014,4,0.0021,3,0.75,0.0000,2.6087,8,0.1,5,7000100
100,8,8,600.0,,0.0045,2,,1,0.75,0.0000,0.1229,1,,2,800
200,8,2,1000,,0.0075,8,,1,0.75,0.0000,0.1952,6,,4,1600
100,8,4,1000,0.0000,0.0014,2,0.0003,3,0.25,0.0000,0.2190,21,1,1,4020200
400,8,4,2400.0,,0.0063,4,,1,0.25,0.0000,0.3352,9,,6,3200
400,8,4,2400.0,0.6339,1.1345,2,0.6827,1,0.75,0.0000,2.8871,5,1,9,3200
200,8,4,100000,0.0000,0.0017,2,0.0002,3,0.75,0.0000,25.1970,27,1,4,8120800
100,4,4,1000,0.0000,0.0015,4,0.0003,3,0.25,0.0000,0.2333,1,1,7,3000100
200,4,4,100000,0.0001,0.0019,8,0.0002,3,0.25,0.0000,20.0874,6,0.2,8,8080200
200,8,4,1000,0.0980,0.2938,2,0.1036,1,0.25,0.0000,0.6429,5,0.999991,0,1600
400,8,4,10000,0.0001,0.0014,2,0.0003,3,0.75,0.0000,2.6225,27,0.3,6,256161200
100,2,4,10000,,0.0438,2,,2,0.5,0.0000,2.1242,0,,8,20000
200,8,2,10000,0.0001,0.0015,4,0.0003,2,0.25,0.0000,1.9544,17,0.6,0,200600
200,8,4,1000,0.0003,0.0041,2,0.0005,3,0.75,0.0000,0.2463,21,0.4,6,24080600
100,8,4,1000,0.0003,0.0045,4,0.0005,3,0.75,0.0000,0.2537,15,0.7,8,3010400
200,8,8,1000,,0.0034,2,,3,0.5,0.0000,0.1550,23,,4,40040400
400,8,4,10000,,0.0188,4,,3,0.75,0.0000,2.5085,15,,6,192321200
400,8,2,2400.0,,0.0056,4,,1,0.75,0.0000,0.4353,9,,3,3200
200,8,2,10000,0.0003,0.0040,2,0.0005,2,0.5,0.0000,2.0877,27,0.2,2,200600
400,8,4,1000,,0.0032,8,,2,0.75,0.0000,0.2032,8,,4,960800
400,8,8,1000,0.0001,0.0015,2,0.0004,2,0.25,0.0000,0.1929,12,0.9,7,960800
100,8,2,1000,0.0000,0.0014,4,0.0003,3,0.75,0.0000,0.2539,8,1,7,3030200
200,8,8,1000,0.0766,0.2650,8,0.0887,1,0.25,0.0000,0.5582,8,0.99999681,1,1600
100,8,2,1000,0.0000,0.0015,2,0.0003,2,0.5,0.0000,0.1975,19,1,1,60200
400,8,8,10000,0.0001,0.0015,8,0.0003,2,0.25,0.0000,1.4257,20,0.2,3,801200
200,4,4,10000,0.0000,0.0014,8,0.0002,3,0.25,0.0000,2.2273,6,1,5,24000200
200,4,2,600.0,0.0000,0.0029,4,0.0003,1,0.5,0.0000,0.1006,5,1,7,800
100,2,8,150.0,0.0002,0.0025,8,0.0004,1,0.75,0.0000,0.0345,1,0.1,0,200
400,4,2,1000,,0.0046,4,,1,0.75,0.0000,0.1741,5,,2,1600
400,8,8,1000,0.0001,0.0015,2,0.0004,2,0.5,0.0000,0.1847,12,0.5,9,482000
200,8,4,10000,0.0000,0.0013,2,0.0002,2,0.5,0.0000,1.9903,16,1,7,160800
200,8,2,100000,0.0002,0.0016,2,0.0004,3,0.25,0.0000,21.4281,28,0.3,4,24120400
200,8,2,100000,0.0001,0.0012,4,0.0003,3,0.75,0.0000,28.4828,8,0.8,5,56000200
200,8,8,1200.0,,0.0034,4,,1,0.25,0.0000,0.1078,11,,3,1600
200,8,2,10000,0.0001,0.0305,2,0.0003,2,0.25,0.0000,1.8018,19,0.9,0,121000
100,8,8,600.0,0.0000,0.0019,8,0.0002,1,0.75,0.0000,0.0700,20,1,6,800
200,8,8,1200.0,,0.0038,2,,1,0.75,0.0000,0.1341,1,,4,1600
100,8,8,600.0,,0.0023,8,,1,0.25,0.0000,0.0558,8,,3,800
400,8,8,1000,,0.0039,8,,1,0.25,0.0000,0.0872,20,,9,3200
200,8,2,1000,0.0003,0.0039,2,0.0007,2,0.5,0.0000,0.1050,19,0.424,9,41400
400,8,4,1000,0.0002,0.0027,8,0.0003,1,0.75,0.0000,0.1150,3,0.8,3,3200
100,8,8,10000,0.0000,0.0013,2,0.0003,3,0.75,0.0000,2.3959,23,1,1,4020200
200,8,4,1000,,0.0046,4,,3,0.25,0.0000,0.2002,15,,9,16080800
400,8,2,1000,0.0001,0.0015,4,0.0003,2,0.5,0.0000,0.2057,17,0.9,0,801200
400,8,2,10000,0.0000,0.0014,4,0.0002,2,0.25,0.0000,1.8550,17,1,0,801200
400,8,2,100000,0.0001,0.0020,2,0.0003,2,0.5,0.0000,18.3115,19,0.8,9,162800
400,8,2,2400.0,,0.0056,4,,1,0.5,0.0000,0.2861,9,,4,3200
200,8,2,10000,0.0000,0.0011,8,0.0002,2,0.25,0.0000,1.1276,26,1,2,200600
100,8,2,30300.0,0.0000,0.0011,4,0.0002,2,0.25,0.0000,3.3958,17,1,9,40400
100,8,4,1000,0.0001,0.0010,2,0.0003,3,0.75,0.0000,0.1444,21,0.4,5,2010500
400,8,4,1000,,0.0026,2,,2,0.5,0.0000,0.1179,16,,4,801200
100,8,4,10000,,0.0076,2,,3,0.75,0.0000,1.5869,21,,3,3020300
400,4,4,1000,,0.0048,8,,2,0.75,0.0000,0.1312,4,,2,320800
400,8,4,1000,,0.0037,8,,3,0.5,0.0000,0.1406,12,,1,256320800
100,4,4,30000.0,0.0001,0.0015,8,0.0002,2,0.75,0.0000,6.0565,4,0.4,3,40000
400,8,8,100000,,0.1672,8,,2,0.25,0.0000,19.0993,20,,1,801200
400,8,4,10000,,0.0197,8,,2,0.5,0.0000,2.0606,8,,7,801200
200,8,8,100000,,0.0619,2,,2,0.25,0.0000,19.4384,1,,6,320000
400,8,8,100000,,0.3902,8,,2,0.75,0.0000,15.2285,4,,1,641600
200,4,4,600.0,,0.0029,2,,1,0.75,0.0000,0.1619,5,,4,800
200,8,2,60900.0,0.0001,0.0015,8,0.0002,2,0.75,0.0000,15.9578,26,0.6,6,81200
400,8,2,10000,0.0001,0.0014,2,0.0003,3,0.75,0.0000,3.1574,22,0.3,3,128321600
400,8,2,1000,,59.8771,4,,1,0.25,0.0000,60.0002,9,,8,3200
200,8,2,1000,0.0000,0.0013,4,0.0003,3,0.5,0.0000,0.1994,8,1,1,24120400
400,8,2,10000,0.0001,0.0014,2,0.0003,3,0.75,0.0000,2.8015,22,0.7,9,192480800
100,8,4,100000,,0.1046,2,,3,0.5,0.0000,29.2334,3,,3,4020200
200,8,4,1200.0,,0.0037,8,,1,0.25,0.0000,0.1591,10,,4,1600
400,8,2,10000,0.0001,0.0009,4,0.0003,2,0.75,0.0000,1.5725,17,0.8,4,482000
100,8,8,45150.0,0.0001,0.0013,2,0.0002,2,0.75,0.0000,11.2971,1,0.3,9,60200
400,8,4,10000,,0.0066,2,,2,0.75,0.0000,2.4180,16,,4,801200
200,8,4,1000,0.0000,0.0026,4,0.0003,1,0.25,0.0000,0.1325,9,1,1,1600
400,8,8,100000,0.0000,0.0015,4,0.0003,3,0.25,0.0000,17.5187,15,1,1,192321200
400,8,4,10000,,0.0031,2,,3,0.5,0.0000,1.6456,3,,9,256480400
100,8,8,10000,0.0000,0.0018,2,0.0003,3,0.25,0.0000,1.1496,23,1,5,3030200
400,8,8,10000,0.0001,0.0009,2,0.0003,2,0.75,0.0000,1.8274,12,0.6,4,641600
200,8,4,1000,,0.0028,4,,1,0.75,0.0000,0.0989,9,,7,1600
200,8,8,1000,,0.0030,8,,2,0.25,0.0000,0.1008,20,,5,200600
100,8,2,10000,0.0001,0.0042,2,0.0004,2,0.25,0.0000,1.5522,27,1,7,30500
100,8,4,10000,0.0001,0.0025,2,0.0004,3,0.5,0.0000,2.5199,27,1,4,1030400
400,8,8,2400.0,,0.0040,2,,1,0.25,0.0000,0.4451,1,,9,3200
100,8,8,30300.0,0.0000,0.0017,2,0.0002,2,0.5,0.0000,9.0248,1,1,7,40400
200,4,8,100000,0.0000,0.0011,4,0.0002,3,0.5,0.0000,30.7909,1,1,8,16040200
400,4,4,10000,0.0000,0.0015,8,0.0003,3,0.25,0.0000,2.0227,6,1,0,128320000
400,8,8,2400.0,0.0001,0.0027,2,0.0002,1,0.25,0.0000,0.1563,1,0.3,8,3200
400,8,8,1000,0.0000,0.0033,8,0.0003,1,0.75,0.0000,0.0966,15,1,3,3200
100,2,2,100000,0.0001,0.0114,4,0.0002,3,0.25,0.0000,25.9714,1,1,3,1010000
400,8,8,1000,0.0000,0.0009,4,0.0002,3,0.75,0.0000,0.2111,15,1,4,320160800
200,8,2,100000,0.0001,0.0024,4,0.0005,3,0.75,0.0000,23.7733,8,0.9,7,24120400
100,4,4,10000,,57.6001,8,,3,0.5,0.0000,60.0003,6,,8,1020100
100,8,2,37725.0,0.0000,0.0011,2,0.0001,2,0.5,0.0000,8.0448,19,1,3,50300
400,8,8,10000,0.0000,0.0020,2,0.0004,2,0.5,0.0000,1.9451,12,1,7,960800
400,8,8,1000,0.0001,0.0018,2,0.0004,2,0.5,0.0000,0.2689,1,1,3,641600
400,8,4,1000,0.0000,0.0012,8,0.0003,3,0.25,0.0000,0.1660,12,1,0,192480800
100,8,8,600.0,,0.0035,8,,1,0.5,0.0000,0.0868,20,,8,800
400,8,2,10000,0.0001,0.0011,4,0.0003,3,0.5,0.0000,2.7748,15,0.9,3,192321200
100,4,8,1000,0.0000,0.0010,4,0.0002,3,0.5,0.0000,0.1405,1,1,7,3010000
400,8,8,10000,,0.0192,4,,3,0.25,0.0000,2.2304,15,,5,256001600
200,8,4,10000,0.0001,0.0099,8,0.0005,3,0.75,0.0000,2.6113,12,0.9,7,24120400
200,8,2,10000,0.0001,0.0018,4,0.0004,3,0.5,0.0000,2.4548,15,0.3,1,16120600
200,8,4,10000,,0.0109,2,,3,0.75,0.0000,3.2414,21,,7,32040600
400,8,2,1000,0.0000,0.0027,4,0.0002,2,0.25,0.0000,0.1483,17,1,3,641600
200,8,8,1000,0.0000,0.0009,4,0.0002,3,0.75,0.0000,0.1350,15,1,4,40040400
100,8,4,1000,,0.0021,2,,2,0.75,0.0000,0.1213,16,,6,50300
400,8,2,100000,0.0000,0.0015,2,0.0003,3,0.5,0.0000,26.9048,22,1,9,192480800
200,8,4,10000,,0.0024,8,,2,0.25,0.0000,1.1933,9,,6,240400
100,4,8,100000,0.0001,0.0023,4,0.0002,3,0.75,0.0000,27.2027,1,0.7,0,2010100
400,8,8,10000,,0.0071,2,,2,0.25,0.0000,2.3281,1,,7,641600
200,8,2,1000,0.0001,0.0010,2,0.0003,3,0.75,0.0000,0.1430,28,0.3,2,24120400
100,8,8,10000,,0.0056,2,,2,0.25,0.0000,1.5091,12,,3,40400
400,8,2,1000,,0.0096,4,,1,0.5,0.0000,0.2615,12,,4,3200
200,8,2,100000,0.0000,0.0015,4,0.0001,3,0.5,0.0000,27.3117,23,1,2,40120000
400,8,4,2400.0,,0.0054,4,,1,0.5,0.0000,0.5872,9,,6,3200
100,8,4,10000,0.0001,0.0025,2,0.0005,3,0.5,0.0000,2.7663,3,0.1,0,3020300
200,8,2,10000,0.0000,0.0010,2,0.0002,3,0.25,0.0000,1.9018,22,1,0,40040400
100,8,8,10000,0.0002,0.1048,8,0.0003,2,0.75,0.0000,2.1206,4,0.6,1,40400
400,8,8,2400.0,,0.0047,4,,1,0.75,0.0000,0.3766,11,,0,3200
400,8,8,2400.0,,0.0036,4,,1,0.5,0.0000,0.1978,11,,6,3200
200,4,4,100000,,0.1088,8,,3,0.5,0.0000,23.5492,6,,7,8080200
400,8,4,100000,0.0001,0.0012,8,0.0003,3,0.25,0.0000,25.6971,1,0.9,2,256480400
100,8,2,10000,0.0001,0.0039,2,0.0003,2,0.25,0.0000,2.0184,27,1,2,50300
200,4,4,600.0,,0.0051,2,,1,0.5,0.0000,0.1096,5,,9,800
200,4,4,10000,0.0001,0.2255,8,0.0002,2,0.25,0.0000,2.2080,4,1,5,80400
200,4,4,10000,0.0001,0.0020,8,0.0004,2,0.25,0.0000,2.3941,4,1,2,80400
100,8,2,37725.0,0.0000,0.0013,2,0.0002,2,0.25,0.0000,7.9814,27,1,0,50300
200,8,2,1000,,0.0028,4,,1,0.25,0.0000,0.1260,12,,7,1600
200,8,4,1000,0.0001,0.0010,2,0.0002,3,0.25,0.0000,0.1236,21,0.3,4,24120400
100,8,2,600.0,,0.0031,4,,1,0.5,0.0000,0.0554,12,,4,800
400,8,2,10000,0.0002,0.0048,2,0.0008,3,0.25,0.0000,1.9817,28,1,0,192480800
100,8,8,600.0,,0.0027,8,,1,0.25,0.0000,0.0786,8,,2,800
200,8,4,10000,,0.0148,2,,3,0.5,0.0000,3.0496,3,,3,32080400
400,4,4,10000,0.0001,0.0011,4,0.0003,3,0.75,0.0000,1.3734,1,0.5,8,64320400
100,4,4,1000,0.0000,0.0014,8,0.0004,2,0.75,0.0000,0.2657,4,1,3,40000
400,8,4,1000,0.0000,0.0014,8,0.0004,3,0.25,0.0000,0.1802,12,1,3,64800800
200,8,2,10000,0.0001,0.0013,4,0.0003,3,0.25,0.0000,1.7256,8,0.3,5,56000200
400,4,4,100000,0.0000,0.0011,4,0.0001,3,0.25,0.0000,23.9642,1,1,2,128320000
200,2,4,1000,0.0001,0.0100,2,0.0004,2,0.5,0.0000,0.3669,0,1,9,40200
400,4,4,1200.0,0.0001,0.0037,2,0.0004,1,0.75,0.0000,0.4503,5,1,0,1600
200,8,8,10000,0.0000,0.0017,8,0.0003,2,0.25,0.0000,2.1604,20,1,7,121000
100,2,8,150.0,,0.0034,8,,1,0.25,0.0000,0.0262,1,,2,200
100,8,8,100000,0.0001,0.0024,4,0.0003,3,0.5,0.0000,27.9610,17,0.1,2,1060100
100,8,2,1000,0.0000,0.0023,8,0.0003,2,0.75,0.0000,0.2241,26,1,3,70100
100,8,8,600.0,,0.0035,4,,1,0.25,0.0000,0.0873,11,,7,800
200,4,4,10000,0.0000,0.0024,4,0.0002,3,0.5,0.0000,1.2628,1,1,8,8080200
400,4,2,1000,,0.0035,4,,1,0.75,0.0000,0.0936,5,,6,1600
200,4,4,1000,,0.0028,8,,2,0.25,0.0000,0.0926,4,,9,80400
100,8,8,30300.0,,0.0305,2,,2,0.5,0.0000,5.0281,12,,3,40400
200,8,4,1200.0,,0.0032,8,,1,0.75,0.0000,0.1542,3,729.,0,1600
400,4,4,1000,0.0000,0.0008,2,0.0002,2,0.25,0.0000,0.1010,0,1,8,480400
200,4,8,100000,0.0001,0.0014,4,0.0002,3,0.25,0.0000,22.5448,1,0.8,5,16000400
400,4,4,1000,,0.0035,8,,2,0.25,0.0000,0.1674,4,,8,480400
100,8,4,37725.0,,0.0770,8,,2,0.5,0.0000,8.9879,8,,3,50300
400,8,4,1000,,0.0031,8,,1,0.5,0.0000,0.1302,10,,3,3200
200,8,2,10000,0.0001,0.0014,4,0.0004,3,0.75,0.0000,3.3681,8,0.7,0,16120600
100,8,4,10000,,0.0096,2,,3,0.75,0.0000,3.0145,27,,1,4010300
400,8,8,10000,0.0001,0.0012,8,0.0003,2,0.25,0.0000,1.7348,20,0.8,6,960800
100,8,8,600.0,,0.0049,8,,1,0.75,0.0000,0.1688,22,,9,800
400,8,4,1000,,0.0096,8,,1,0.25,0.0000,0.2412,10,,7,3200
100,8,4,600.0,,0.0061,4,,1,0.25,0.0001,0.1199,9,,6,800
400,2,4,1000,0.0004,0.0033,2,0.0010,2,0.75,0.0001,0.1864,0,0.7,2,160400
200,8,2,10000,0.0003,0.0063,2,0.0008,2,0.25,0.0001,2.1033,19,1,6,200600
400,4,4,10000,,0.0214,4,,2,0.25,0.0000,1.7342,6,,2,320800
400,8,4,100000,0.0139,0.0332,2,0.0183,2,0.75,0.0000,20.4527,16,1,2,801200
200,2,8,300.0,,0.0037,8,,1,0.5,0.0000,0.0513,1,,4,400
400,8,2,100000,0.0001,0.0020,8,0.0002,2,0.5,0.0000,23.4985,26,1,2,801200
100,8,4,10000,0.0001,0.0016,2,0.0004,3,0.75,0.0000,1.4978,3,0.1,5,5010200
400,4,4,1200.0,,0.0039,2,,1,0.5,0.0000,0.2261,5,,1,1600
200,2,4,10000,0.0001,0.0009,2,0.0002,2,0.75,0.0000,2.3165,0,0.9,6,40200
200,4,4,100000,0.0001,0.0024,8,0.0005,3,0.75,0.0000,32.8676,6,0.9,4,24000200
400,8,4,100000,0.0000,0.0017,4,0.0002,3,0.25,0.0000,22.8699,15,1,8,192161600
100,8,4,15450.0,0.0000,0.0024,8,0.0001,2,0.5,0.0000,1.9635,9,1,0,20600
100,8,2,100000,0.0001,0.0026,2,0.0007,3,0.25,0.0000,25.5537,22,0.6,9,3030200
200,8,8,1000,,0.0031,4,,3,0.5,0.0000,0.1969,17,,3,32040600
400,8,2,1000,,0.0027,2,,3,0.25,0.0000,0.1754,22,,9,192480800
100,8,8,1000,0.0001,0.0012,8,0.0003,2,0.5,0.0000,0.1620,20,0.2,7,30500
200,8,4,100000,0.0002,0.0049,2,0.0012,3,0.25,0.0000,27.8946,27,1,0,40080200
200,8,2,1000,,0.0061,4,,1,0.75,0.0000,0.2424,12,,9,1600
200,8,8,1200.0,,0.0042,2,,1,0.25,0.0000,0.2411,5,,7,1600
100,8,8,1000,,0.0081,4,,3,0.5,0.0000,0.3454,15,,2,6000200
400,8,4,10000,0.0000,0.0016,8,0.0003,3,0.75,0.0000,3.7142,12,1,6,256320800
400,8,4,10000,0.0012,0.0199,8,0.0008,2,0.5,0.0000,2.8677,8,0.5,8,322400
200,8,2,1000,0.0033,0.0104,4,0.0004,1,0.75,0.0002,0.2454,12,1,2,1600
200,8,2,100000,0.0001,0.0087,4,0.0002,2,0.25,0.0002,24.2211,17,1,1,160800
400,8,2,100000,0.0000,0.0021,4,0.0004,2,0.25,0.0000,26.6281,17,1,6,482000
200,8,8,10000,0.0001,0.0017,4,0.0004,3,0.5,0.0000,3.3551,15,0.8,8,32080400
400,8,2,10000,0.0001,0.0015,4,0.0004,3,0.5,0.0000,3.4005,15,0.5,8,256161200
100,8,4,15450.0,,0.0609,8,,2,0.75,0.0000,5.2916,8,,8,20600
200,8,8,10000,,0.0166,2,,2,0.5,0.0000,3.0260,1,,3,160800
400,8,8,2400.0,,0.0042,8,,1,0.25,0.0000,0.4712,15,,4,3200
100,8,8,10000,0.0000,0.0010,2,0.0002,3,0.25,0.0000,3.4940,23,1,3,6020000
400,2,4,100000,,1.0790,2,,2,0.75,0.0001,33.4491,0,,7,160400
200,8,8,100000,0.0003,0.0081,4,0.0013,3,0.25,0.0001,32.7913,17,1,4,24120400
100,8,4,1000,,0.0062,2,,3,0.25,0.0000,0.2634,21,,3,3020300
100,8,4,1000,0.0008,0.0049,2,0.0038,3,0.75,0.0000,0.2811,3,0.67,8,4020200
100,8,4,10000,0.0001,0.0016,8,0.0004,3,0.75,0.0000,3.5499,12,0.5,5,4010300
400,8,8,1000,0.0000,0.0014,8,0.0003,2,0.5,0.0000,0.2949,4,1,2,801200
100,8,2,100000,0.0001,0.0024,4,0.0004,3,0.5,0.0000,37.3044,23,0.7,9,3010400
200,8,2,100000,0.0000,0.0017,2,0.0003,3,0.5,0.0000,36.3887,28,1,5,32040600
100,2,4,7575.0,0.0001,0.0015,2,0.0003,2,0.5,0.0000,2.1448,0,1,0,10100
400,8,4,2400.0,0.0001,0.0036,4,0.0004,1,0.75,0.0000,0.6548,9,1,1,3200
400,4,4,10000,0.0003,0.0062,4,0.0016,2,0.25,0.0001,2.9850,6,1,7,480400
400,4,4,10000,,0.0243,2,,2,0.5,0.0000,2.4484,0,,1,320800
400,4,4,100000,,0.7538,4,,2,0.75,0.0000,29.0405,6,,9,320800
100,8,4,1000,0.0000,0.0010,2,0.0002,3,0.5,0.0000,0.2716,21,1,5,2010500
400,8,4,10000,0.0001,0.0017,4,0.0004,3,0.25,0.0000,2.5133,15,0.7,9,128321600
200,8,4,10000,,0.1512,2,,2,0.25,0.0000,3.1089,16,,4,200600
100,8,4,37725.0,0.0000,0.0014,2,0.0002,2,0.5,0.0000,12.9829,16,1,0,50300
400,2,4,10000,0.0002,0.0128,2,0.0010,2,0.25,0.0000,1.9728,0,1,9,160400
400,2,4,10000,,0.0628,2,,2,0.5,0.0000,3.2359,0,,7,160400
200,8,8,100000,0.0001,0.0016,2,0.0002,2,0.25,0.0000,31.0990,12,0.6,4,160800
200,2,4,10000,0.0000,0.0015,2,0.0002,2,0.5,0.0000,3.3886,0,1,2,40200
100,8,2,1000,,0.0036,4,,2,0.5,0.0000,0.3055,17,,3,40400
100,8,4,10000,,0.0106,8,,3,0.75,0.0000,3.9017,1,,2,4030100
400,8,8,1000,,0.0189,8,,2,0.75,0.0001,0.3302,4,337.,4,641600
200,8,4,10000,0.0001,0.0014,8,0.0003,2,0.75,0.0000,3.3082,9,0.8,8,121000
100,8,8,600.0,,59.7832,8,,1,0.75,0.0000,60.0003,22,,3,800
200,8,4,1200.0,,0.0068,4,,1,0.5,0.0000,0.3129,9,829.,2,1600
100,8,2,100000,0.0001,0.0023,4,0.0004,3,0.75,0.0000,40.0409,23,0.9,8,3040100
200,8,8,1000,0.0001,0.0041,8,0.0005,1,0.5,0.0000,0.3014,20,0.1,8,1600
400,8,2,1000,,0.0165,8,,2,0.75,0.0000,0.3496,26,,1,482000
200,8,4,1200.0,0.0000,0.0035,8,0.0007,1,0.25,0.0000,0.2516,3,1,3,1600
100,8,4,1000,0.0002,0.0037,8,0.0005,3,0.75,0.0000,0.4397,12,0.4,5,4010300
400,8,2,10000,0.0001,0.0012,2,0.0003,3,0.5,0.0000,3.5291,22,0.7,2,256161200
200,4,4,1000,0.0001,0.0123,4,0.0004,2,0.25,0.0002,0.2809,6,1,3,160000
100,4,4,10000,0.0000,0.0022,8,0.0003,3,0.25,0.0000,3.5011,6,1,8,1020100
200,8,2,1200.0,,0.0059,4,,1,0.75,0.0000,0.3400,9,,0,1600
400,4,4,1200.0,,0.0044,2,,1,0.5,0.0000,0.2978,5,,6,1600
100,8,2,100000,0.0000,0.0026,4,0.0002,3,0.5,0.0000,39.5061,8,1,6,4010300
100,8,4,1000,0.0004,0.0030,8,0.0024,3,0.5,0.0000,0.4035,12,0.8,5,4010300
400,4,4,100000,0.0001,0.0093,4,0.0002,2,0.5,0.0002,32.4832,6,1,5,161200
400,8,4,2400.0,,0.0099,4,,1,0.75,0.0000,0.6348,9,,9,3200
200,8,8,100000,0.0001,0.0023,4,0.0005,3,0.75,0.0000,40.4607,15,0.1,0,32120200
100,8,4,10000,0.0000,0.0123,2,0.0003,2,0.25,0.0000,2.6664,16,1,6,50300
100,8,2,1000,0.0000,0.0015,2,0.0003,2,0.5,0.0000,0.3085,19,1,6,50300
400,8,4,10000,0.0009,0.0079,8,0.0018,2,0.75,0.0000,3.1210,9,0.5,2,641600
200,4,4,1000,0.0000,0.0011,4,0.0003,2,0.25,0.0000,0.1939,6,1,5,40600
100,8,2,22875.0,0.0002,0.0080,4,0.0009,2,0.25,0.0000,6.3483,17,1,6,30500
400,8,8,100000,0.0001,0.0022,8,0.0002,2,0.25,0.0000,29.5271,4,1,8,1280000
400,8,2,1000,,0.0034,4,,1,0.75,0.0000,0.2125,9,,3,3200
400,8,2,1000,,0.0059,4,,1,0.75,0.0000,0.2829,9,,4,3200
200,8,8,10000,0.0001,0.0023,2,0.0004,3,0.25,0.0000,3.5441,23,1,8,32040600
200,8,8,10000,,55.9905,4,,3,0.5,0.0001,60.0002,15,,1,24080600
100,4,4,300.0,0.0000,0.0020,2,0.0003,1,0.5,0.0000,0.0786,5,1,2,400
200,8,8,1000,0.0003,0.0156,8,0.0005,1,0.75,0.0001,0.3398,8,0.1,2,1600
