maximum.number.of.nodes,number.of.variables,number.of.independent.pairs,domain.size,number.of.facts,universe.size,Propagating evidence,Grounding,DSharp compilation,proportion.probabilistic,instance,Cycle breaking,Clark's completion,answer,number.of.predicates,maximum.arity,Total time
2,2,19,100,1000,50300,0.0000,0.0012,0.0004,0.5,7,0.0001,0.0000,0.9,8,2,0.1177
2,8,1,400,100000,482000,0.0000,0.1346,,0.5,0,,,,8,2,15.3485
4,2,23,100,100000,4020200,0.0000,0.0011,0.0003,0.25,0,0.0000,0.0000,1,8,3,14.9875
2,2,22,200,10000,24160200,0.0000,0.0013,0.0004,0.25,1,0.0000,0.0000,1,8,3,1.8339
4,2,23,100,100000,3020300,0.0000,0.0021,0.0005,0.75,1,0.0001,0.0000,0.3,8,3,28.1813
2,4,0,100,15150.0,20200,0.0000,0.0011,0.0004,0.25,4,0.0000,0.0000,1,4,2,3.1427
4,2,8,100,10000,4010300,0.0000,0.0021,0.0007,0.75,6,0.0001,0.0000,1,8,3,2.7104
8,4,6,100,1000,2010100,0.0000,0.0018,0.0006,0.25,6,0.0000,0.0000,1,4,3,0.4010
8,8,20,400,2400.0,3200,0.0000,0.0022,,0.5,9,,,,8,1,0.1721
4,4,15,200,100000,24120400,0.0000,0.0011,0.0003,0.25,4,0.0000,0.0000,1,8,3,14.7007
2,2,28,100,1000,3030200,0.0000,0.0009,0.0003,0.5,2,0.0000,0.0000,1,8,3,0.1196
4,4,6,100,15150.0,20200,0.0000,0.0767,,0.5,9,,,,4,2,1.8355
2,2,19,200,100000,200600,0.0000,0.0012,0.0004,0.25,6,0.0000,0.0000,1,8,2,18.7807
4,4,6,100,1000,40000,0.0000,0.0056,,0.25,3,,,,4,2,0.3622
8,8,4,100,10000,30500,0.0000,0.0180,,0.75,6,,,,8,2,2.7477
8,2,26,100,10000,40400,0.0000,0.0014,0.0005,0.75,0,0.0002,0.0000,0.5,8,2,2.4182
2,4,16,100,37725.0,50300,0.0000,0.0099,,0.25,4,,,,8,2,8.4001
2,2,28,100,10000,3010400,0.0000,0.0019,0.0005,0.75,8,0.0001,0.0000,0.6,8,3,3.0311
4,4,15,100,10000,3010400,0.0000,0.0028,0.0113,0.5,8,0.0002,0.0000,0.442,8,3,1.4452
8,4,1,200,100000,40040400,0.0000,0.0016,0.0005,0.75,8,0.0001,0.0000,0.9,8,3,23.0320
8,8,20,200,1000,1600,0.0000,0.0034,,0.75,0,,,,8,1,0.1085
4,8,1,100,10000,2010100,0.0000,0.0010,0.0003,0.5,0,0.0000,0.0000,1,4,3,1.3070
2,4,5,400,1000,3200,0.0000,0.0017,0.0003,0.25,5,0.0000,0.0000,1,8,1,0.0777
8,4,9,200,10000,160800,0.0000,0.0009,0.0003,0.25,2,0.0000,0.0000,1,8,2,1.1530
2,4,0,400,1000,640000,0.0000,0.0030,,0.25,0,,,,4,2,0.1047
2,4,0,200,1000,80000,0.0000,0.0045,,0.25,8,,,,2,2,0.1068
8,4,10,400,1000,3200,0.0000,0.0037,,0.5,0,,,,8,1,0.1213
2,8,12,100,1000,40400,0.0000,0.0030,,0.5,3,,,,8,2,0.2012
8,2,26,100,10000,40400,0.0000,0.0016,0.0005,0.25,9,0.0000,0.0000,1,8,2,2.0227
2,4,3,100,1000,3010400,0.0000,0.0158,,0.25,6,,,,8,3,0.4715
4,2,17,200,90750.0,121000,0.0000,0.0018,0.0006,0.75,4,0.0000,0.0000,1,8,2,24.0588
2,4,16,100,1000,40400,0.0000,0.0047,,0.25,1,,,,8,2,0.1388
4,2,1,400,1000,64000400,0.0000,0.0008,0.0003,0.75,9,0.0001,0.0000,0.1,2,3,0.1922
8,4,8,200,10000,240400,0.0000,0.0019,0.0004,0.25,4,0.0000,0.0000,1,8,2,0.9852
4,4,6,200,30450.0,40600,0.0000,0.1308,,0.25,8,,,,4,2,4.0711
4,2,15,100,10000,2030300,0.0000,0.0016,0.0003,0.75,2,0.0002,0.0000,0.9,8,3,1.6646
2,2,22,100,100000,2020400,0.0000,0.0027,0.0005,0.75,6,0.0002,0.0000,0.7,8,3,23.4310
2,4,0,200,60000.0,80000,0.0001,0.2020,,0.25,3,,,,2,2,12.6789
8,4,6,200,1000,24000200,0.0000,0.0015,0.0005,0.25,4,0.0000,0.0000,1,4,3,0.3348
4,2,17,200,10000,200600,0.0000,0.0020,0.0007,0.75,0,0.0001,0.0001,0.4,8,2,2.5969
8,8,15,200,1200.0,1600,0.0000,0.0035,,0.25,6,,,,8,1,0.2375
2,8,1,200,1000,1600,0.0000,0.0094,,0.5,7,,,,8,1,0.1402
2,4,16,200,1000,160800,0.0000,0.0022,,0.25,5,,,,8,2,0.0806
8,4,4,200,10000,120200,0.0000,0.0016,0.0004,0.75,0,0.0001,0.0000,0.7,4,2,1.0556
4,8,17,100,10000,3020300,0.0000,0.0010,0.0003,0.5,7,0.0001,0.0000,0.1,8,3,2.0562
2,8,12,100,1000,40400,0.0000,0.0031,,0.75,3,,,,8,2,0.1196
2,4,5,400,1000,1600,0.0000,0.0014,0.0003,0.25,3,0.0000,0.0000,1,4,1,0.0627
4,4,15,100,100000,3040100,0.0000,0.0012,0.0004,0.5,0,0.0001,0.0000,0.4,8,3,22.4087
2,8,1,200,1000,1600,0.0000,0.0043,,0.75,1,,,,8,1,0.1010
8,4,9,400,100000,482000,0.0000,0.0014,0.0005,0.25,8,0.0000,0.0000,1,8,2,19.8589
4,8,17,400,10000,64960400,0.0000,0.0066,,0.25,2,,,,8,3,1.7984
4,2,1,100,10000,1000100,0.0000,0.0013,0.0004,0.75,5,0.0001,0.0000,0.4,2,3,1.6621
8,4,4,400,100000,320800,0.0000,0.0016,0.0006,0.25,7,0.0000,0.0000,1,4,2,17.9466
8,8,4,200,1000,160800,0.0000,0.0189,,0.75,4,,,,8,2,0.2039
4,4,6,400,1000,480400,0.0000,0.0036,0.0006,0.75,0,0.0001,0.0000,0.1,4,2,0.5294
8,4,9,200,90750.0,121000,0.0000,0.0013,0.0004,0.75,8,0.0001,0.0000,0.5,8,2,27.0783
2,2,19,100,37725.0,50300,0.0000,0.0011,0.0004,0.25,2,0.0001,0.0000,0.8,8,2,7.4439
4,4,15,400,10000,192161600,0.0000,0.0018,0.0006,0.75,3,0.0000,0.0000,1,8,3,2.6505
4,2,15,100,100000,3020300,0.0000,0.0013,0.0003,0.5,3,0.0000,0.0000,1,8,3,25.9065
2,8,5,200,1000,1600,0.0000,0.0040,,0.75,9,,,,8,1,0.0841
4,4,9,200,1200.0,1600,0.0000,59.9162,,0.5,3,,,,8,1,60.0002
8,8,15,100,600.0,800,0.0000,0.0045,,0.25,2,,,,8,1,0.0955
2,4,16,400,100000,641600,0.0000,0.0632,,0.5,1,,,,8,2,18.3172
4,8,1,200,100000,8000600,0.0000,0.0014,0.0003,0.25,9,0.0001,0.0000,0.9,4,3,18.4583
8,4,9,100,1000,70100,0.0000,0.0010,0.0004,0.75,4,0.0001,0.0000,0.4,8,2,0.1262
8,8,8,400,1000,3200,0.0000,0.0034,,0.75,9,,,,8,1,0.1136
8,8,8,100,600.0,800,0.0000,0.0032,,0.75,8,,,,8,1,0.0769
2,4,0,400,100000,320000,0.0000,0.0014,0.0006,0.5,1,0.0001,0.0000,0.2,2,2,19.1486
2,2,28,400,100000,320320400,0.0000,0.0013,0.0004,0.5,7,0.0001,0.0000,0.2,8,3,24.6983
4,8,11,200,1200.0,1600,0.0000,0.3640,0.3448,0.75,6,0.1851,0.1446,1,8,1,1.8358
2,4,0,200,10000,40200,0.0000,0.6408,0.0005,0.25,5,0.0003,0.0000,1,2,2,2.5272
4,8,1,100,100000,2010100,0.0000,0.9607,,0.75,8,,,,4,3,19.7983
8,4,4,100,22575.0,30100,0.0000,0.0024,0.0005,0.25,0,0.0002,0.0000,0.1,4,2,4.4740
8,4,9,200,100000,200600,0.0000,36.3634,,0.75,9,,,,8,2,60.0002
8,4,3,400,2400.0,3200,0.0000,2.2342,0.0004,0.25,5,0.0014,0.0000,1,8,1,2.5188
4,2,15,200,10000,8160600,0.0000,0.0008,0.0003,0.75,7,0.0001,0.0000,0.6,8,3,1.8840
8,4,4,100,10000,30100,0.0000,0.0513,,0.25,4,,,,4,2,1.8874
2,8,12,200,90750.0,121000,0.0000,0.0015,0.0003,0.25,6,0.0000,0.0000,1,8,2,21.0681
2,8,12,100,10000,70100,0.0000,0.0045,0.0019,0.75,8,0.0001,0.0001,1,8,2,4.1859
2,4,16,200,100000,200600,0.0000,0.0050,0.0422,0.5,4,0.0005,0.0001,0.615,8,2,32.9801
2,8,1,200,1200.0,1600,0.0000,0.0059,,0.75,3,,,,8,1,0.2900
8,8,15,400,1000,3200,0.0000,0.0045,,0.75,1,,,,8,1,0.2546
2,2,28,100,100000,3030200,0.0000,0.0011,0.0004,0.25,2,0.0001,0.0000,0.8,8,3,28.4477
2,8,1,400,1000,1280000,0.0002,0.0150,,0.75,6,,,,8,2,0.3189
2,4,5,400,2400.0,3200,0.0000,0.0069,,0.25,1,,,,8,1,0.4727
8,8,1,200,300.0,400,0.0000,0.0032,,0.75,9,,,,2,1,0.0673
4,2,1,400,100000,128000000,0.0000,0.0017,0.0005,0.5,2,0.0001,0.0000,0.7,2,3,33.2514
4,4,1,400,100000,64160800,0.0000,0.0114,,0.75,0,,,,4,3,39.3041
8,4,1,100,10000,3020300,0.0001,0.0086,0.0007,0.5,7,0.0001,0.0000,1,8,3,4.4788
4,2,1,100,10000,1010000,0.0002,0.0087,0.0005,0.25,0,0.0000,0.0000,1,2,3,3.7107
8,8,22,200,1000,1600,0.0000,0.5953,0.3871,0.75,0,0.1930,0.1473,1,8,1,2.6467
4,8,15,400,1000,256001600,0.0001,0.0073,0.0007,0.5,5,0.0001,0.0000,1,8,3,0.5767
4,4,15,200,100000,24160200,0.0000,0.0024,0.0007,0.75,0,0.0001,0.0001,0.4,8,3,39.4435
2,8,12,100,45150.0,60200,0.0000,0.0021,0.0007,0.75,7,0.0001,0.0000,1,8,2,11.2498
4,4,6,200,10000,80400,0.0000,0.0012,0.0004,0.25,9,0.0000,0.0000,1,4,2,1.7698
2,2,27,200,1000,200600,0.0000,0.0024,0.0005,0.5,9,0.0002,0.0000,0.3,8,2,0.1632
2,4,21,200,100000,32080400,0.0000,0.0012,0.0004,0.5,1,0.0001,0.0000,0.8,8,3,29.0434
4,8,1,400,1000,128160400,0.0000,0.2362,1.1594,0.25,0,0.1394,0.1641,1,4,3,3.0253
8,4,1,400,10000,320160800,0.0000,0.0013,0.0004,0.75,8,0.0001,0.0000,0.6,8,3,2.6670
8,2,26,100,1000,30500,0.0000,0.0020,0.0006,0.25,1,0.0001,0.0000,1,8,2,0.2632
2,4,27,200,10000,32040600,0.0000,0.0088,,0.5,1,,,,8,3,2.3932
8,8,20,200,1000,200600,0.0000,0.0020,0.0007,0.75,3,0.0001,0.0000,1,8,2,0.3530
4,8,17,400,1000,192161600,0.0000,0.0012,0.0004,0.75,9,0.0001,0.0000,0.7,8,3,0.1858
2,2,22,200,1000,32000800,0.0000,0.0013,0.0005,0.75,8,0.0001,0.0000,0.9,8,3,0.2070
8,8,20,200,1000,1600,0.0000,0.0050,,0.25,4,,,,8,1,0.1468
4,2,15,200,1000,24080600,0.0000,0.0021,0.0007,0.75,6,0.0001,0.0001,0.9,8,3,0.3759
2,8,23,100,1000,6020000,0.0000,0.0022,0.0007,0.25,3,0.0001,0.0000,1,8,3,0.3624
2,4,0,200,10000,40200,0.0000,0.0013,0.0004,0.5,6,0.0000,0.0000,1,2,2,1.8150
8,4,12,200,1000,16160400,0.0000,0.0056,,0.25,9,,,,8,3,0.3033
4,2,23,100,100000,5030000,0.0000,0.0013,0.0004,0.25,2,0.0001,0.0000,0.1,8,3,25.2876
8,8,22,200,1200.0,1600,0.0000,0.0031,0.0006,0.75,1,0.0002,0.0000,0.2,8,1,0.2193
8,4,6,200,10000,24000200,0.0000,0.0013,0.0004,0.25,4,0.0000,0.0000,1,4,3,2.4904
8,4,6,200,1000,8040400,0.0000,0.0013,0.0005,0.25,9,0.0000,0.0000,1,4,3,0.1918
8,2,6,200,1200.0,1600,0.0000,0.0039,,0.75,6,,,,8,1,0.1265
8,4,4,400,100000,640000,0.0000,0.0009,0.0003,0.25,3,0.0000,0.0000,1,4,2,16.8497
2,8,1,200,1200.0,1600,0.0000,0.0034,,0.5,7,,,,8,1,0.1069
2,8,1,400,100000,1280000,0.0000,0.0535,,0.5,6,,,,8,2,20.5299
2,4,0,100,15000.0,20000,0.0000,0.1161,,0.75,3,,,,2,2,3.5713
4,2,9,100,600.0,800,0.0000,0.0057,0.0160,0.75,9,0.0005,0.0001,0.526,8,1,0.1415
4,8,15,100,100000,5010200,0.0000,0.0872,,0.75,7,,,,8,3,23.5159
4,2,17,200,1000,160800,0.0000,0.0028,0.0004,0.25,5,0.0000,0.0000,1,8,2,0.1072
2,8,5,400,1000,3200,0.0000,0.0040,,0.25,2,,,,8,1,0.0981
8,4,1,400,100000,192321200,0.0000,0.0007,0.0003,0.25,7,0.0000,0.0000,1,8,3,24.1435
2,8,23,400,100000,320480000,0.0000,0.2818,0.0005,0.5,2,0.0000,0.0000,1,8,3,25.6129
4,8,1,200,10000,16040200,0.0001,0.0940,,0.75,1,,,,4,3,1.7126
4,2,15,200,1000,32040600,0.0000,0.0020,0.0006,0.5,8,0.0001,0.0000,0.3,8,3,0.1272
8,8,20,100,37725.0,50300,0.0000,0.0778,,0.5,5,,,,8,2,7.9207
8,4,12,400,10000,192480800,0.0000,0.0030,0.0005,0.75,0,0.0001,0.0000,0.2,8,3,2.6776
2,4,0,100,15150.0,20200,0.0000,0.0014,0.0005,0.5,1,0.0000,0.0000,1,4,2,3.7077
8,2,26,100,37725.0,50300,0.0000,0.0010,0.0003,0.5,7,0.0000,0.0000,1,8,2,7.9829
4,2,23,400,1000,256320800,0.0000,0.0024,0.0005,0.5,0,0.0000,0.0000,1,8,3,0.2161
2,2,22,200,10000,32000800,0.0000,0.0033,0.0005,0.25,8,0.0000,0.0000,1,8,3,1.8796
8,2,26,400,100000,1120400,0.0000,0.0013,0.0005,0.25,5,0.0000,0.0000,1,8,2,18.0125
4,8,15,100,1000,3020300,0.0000,0.0013,0.0004,0.25,1,0.0000,0.0000,1,8,3,0.1833
8,8,4,100,37725.0,50300,0.0000,0.0014,0.0006,0.75,2,0.0001,0.0000,0.4,8,2,8.5821
8,4,12,400,1000,128321600,0.0000,0.0034,0.0006,0.5,2,0.0000,0.0000,1,8,3,0.2421
4,8,15,100,10000,5010200,0.0000,0.0093,,0.75,7,,,,8,3,2.6550
2,2,27,400,100000,482000,0.0000,0.0015,0.0005,0.25,7,0.0002,0.0000,1,8,2,21.0518
8,4,3,100,600.0,800,0.0000,0.0827,,0.5,4,,,,8,1,0.1824
2,2,19,200,10000,121000,0.0000,0.0014,0.0004,0.5,0,0.0000,0.0000,1,8,2,2.3221
8,4,9,100,15450.0,20600,0.0000,0.0328,,0.25,0,,,,8,2,2.9709
4,2,17,100,10000,50300,0.0000,0.0019,0.0003,0.25,2,0.0000,0.0000,1,8,2,1.9127
8,4,4,200,1000,160000,0.0000,0.0009,0.0004,0.75,3,0.0000,0.0000,1,4,2,0.1388
4,8,17,400,1000,128640800,0.0000,0.0024,0.0004,0.75,8,0.0000,0.0000,1,8,3,0.1473
2,4,3,100,10000,2050100,0.0000,0.0015,0.0005,0.5,4,0.0000,0.0000,1,8,3,1.3740
2,4,5,200,1000,1600,0.0000,0.5465,,0.5,5,,,,8,1,0.7128
2,8,1,200,1200.0,1600,0.0000,0.0065,,0.75,7,,,,8,1,0.3421
2,8,23,400,1000,256320800,0.0000,0.0017,0.0005,0.25,9,0.0001,0.0000,0.6,8,3,0.2267
4,4,6,200,60300.0,80400,0.0000,0.4965,,0.5,6,,,,4,2,14.3644
2,2,28,100,1000,3030200,0.0000,0.0013,0.0005,0.25,2,0.0000,0.0000,1,8,3,0.2203
8,4,1,100,10000,3000500,0.0000,0.0017,0.0006,0.75,9,0.0001,0.0000,0.5,8,3,6.2984
2,4,21,100,1000,4020200,0.0000,0.2027,0.1714,0.75,1,0.0871,0.0469,0.99418916,8,3,1.0595
4,8,1,100,10000,3000100,0.0000,0.0399,,0.5,3,,,,4,3,3.2945
4,2,9,200,1200.0,1600,0.0000,0.0056,,0.25,0,,,,8,1,0.2136
8,8,4,100,1000,40400,0.0000,0.0027,0.0006,0.25,1,0.0003,0.0000,0.6,8,2,0.2749
2,8,1,100,1000,60200,0.0000,0.0035,0.0010,0.5,8,0.0003,0.0002,1,8,2,0.3017
2,4,21,100,1000,3020300,0.0000,0.0032,0.0004,0.25,6,0.0000,0.0000,1,8,3,0.2350
2,4,0,400,10000,320800,0.0001,0.0083,0.0006,0.75,9,0.0002,0.0001,0.8,4,2,2.5525
2,8,1,400,2400.0,3200,0.0000,0.0172,,0.75,4,,,,8,1,0.6039
4,2,8,200,100000,32040600,0.0000,0.0012,0.0004,0.75,6,0.0000,0.0000,1,8,3,40.3527
4,2,23,100,100000,3020300,0.0000,0.0047,0.0388,0.75,4,0.0004,0.0001,0.328,8,3,36.3432
8,4,8,100,45150.0,60200,0.0000,0.0035,0.0006,0.75,4,0.0000,0.0000,1,8,2,12.8294
8,2,26,400,100000,482000,0.0000,0.0021,0.0008,0.25,1,0.0001,0.0000,1,8,2,25.1282
8,8,1,100,150.0,200,0.0000,0.0034,,0.75,6,,,,2,1,0.0418
4,8,17,100,10000,4010300,0.0000,0.0489,,0.5,3,,,,8,3,3.3967
8,2,6,200,1000,1600,0.0000,0.4616,0.0005,0.25,1,0.0003,0.0000,1,8,1,0.6431
2,4,27,200,100000,32040600,0.0000,0.0020,0.0008,0.25,6,0.0001,0.0001,1,8,3,26.5530
4,2,5,100,300.0,400,0.0000,0.0057,,0.5,1,,,,4,1,0.0587
2,4,3,200,10000,40040400,0.0000,0.0015,0.0006,0.25,5,0.0000,0.0001,1,8,3,2.2380
4,4,1,400,1000,64160800,0.0000,0.0048,,0.5,0,,,,4,3,0.2735
4,2,9,100,600.0,800,0.0000,0.0060,,0.25,2,,,,8,1,0.1276
8,8,8,200,1200.0,1600,0.0000,0.0029,,0.25,5,,,,8,1,0.1635
8,4,6,100,10000,3000100,0.0000,0.0021,0.0003,0.25,2,0.0000,0.0000,1,4,3,2.0893
2,8,1,400,1000,3200,0.0000,0.0036,,0.5,2,,,,8,1,0.1401
2,4,27,400,1000,256161200,0.0000,0.0035,0.0004,0.25,1,0.0000,0.0000,1,8,3,0.1660
2,4,0,400,100000,160400,0.0000,0.0028,0.0008,0.75,0,0.0002,0.0001,0.6,2,2,24.5688
2,8,23,200,1000,40040400,0.0000,0.0027,,0.25,4,,,,8,3,0.1979
8,2,26,100,10000,70100,0.0000,0.0042,0.0004,0.5,3,0.0001,0.0000,0.7,8,2,1.7669
8,8,4,200,100000,160800,0.0000,0.2935,0.0004,0.25,1,0.0001,0.0000,1,8,2,18.6929
8,8,22,400,1000,3200,0.0001,0.0101,,0.5,9,,,,8,1,0.1634
4,2,5,100,300.0,400,0.0000,0.0022,,0.25,6,,,,4,1,0.0529
2,8,23,200,100000,48080000,0.0000,0.0013,0.0004,0.25,3,0.0001,0.0000,0.4,8,3,24.4721
8,8,4,400,1000,1280000,0.0000,0.0076,0.0008,0.75,8,0.0005,0.0002,0.2,8,2,0.2291
2,4,3,400,1000,320320400,0.0000,0.0010,0.0004,0.25,1,0.0001,0.0000,0.9,8,3,0.2082
4,2,8,200,10000,16120600,0.0000,0.0010,0.0004,0.25,4,0.0001,0.0000,1,8,3,1.7400
4,2,12,200,1200.0,1600,0.0000,0.0045,0.0028,0.75,6,0.0002,0.0001,0.5,8,1,0.1864
8,8,20,100,10000,60200,0.0000,2.4341,,0.75,6,54.6016,,,8,2,60.0004
8,8,20,200,60900.0,81200,0.0000,0.1354,,0.25,9,,,,8,2,15.0996
2,4,0,100,1000,30100,0.0000,0.1401,0.0004,0.25,7,0.0002,0.0000,1,4,2,0.2728
2,4,27,200,100000,8120800,0.0002,0.0095,0.0026,0.25,4,0.0001,0.0001,1,8,3,45.4769
4,2,8,400,100000,192321200,0.0000,0.0015,0.0005,0.75,8,0.0001,0.0000,0.2,8,3,50.1878
8,8,15,200,1000,1600,0.0003,0.0133,,0.25,6,,,,8,1,0.4862
4,2,23,400,10000,320480000,0.0000,0.0038,0.0006,0.75,2,0.0001,0.0000,1,8,3,5.4269
2,2,27,200,100000,200600,0.0000,0.0013,0.0005,0.5,2,0.0000,0.0000,1,8,2,34.4873
8,4,8,200,1000,240400,0.0001,0.0207,,0.25,4,,,,8,2,0.2930
2,4,16,400,1000,641600,0.0000,0.0063,0.0011,0.25,3,0.0044,0.0005,0.1,8,2,0.2809
4,4,15,200,100000,40080200,0.0000,0.0020,0.0006,0.25,7,0.0001,0.0000,0.6,8,3,36.5184
8,2,6,400,2400.0,3200,0.0000,0.0032,,0.5,5,,,,8,1,0.3160
2,8,12,100,1000,30500,0.0000,0.0007,0.0003,0.75,9,0.0000,0.0000,0.1,8,2,0.1002
2,2,19,100,1000,50300,0.0000,0.0008,0.0003,0.75,6,0.0001,0.0000,0.8,8,2,0.1184
4,8,17,200,1000,24080600,0.0000,0.0024,,0.25,1,,,,8,3,0.1101
2,8,23,400,1000,320480000,0.0000,0.0014,0.0002,0.25,2,0.0000,0.0000,1,8,3,0.1034
8,4,6,200,100000,8040400,0.0002,0.0093,0.0011,0.5,9,0.0004,0.0001,0.7,4,3,33.9691
4,2,17,400,10000,482000,0.0000,0.0019,0.0009,0.5,6,0.0004,0.0001,0.7,8,2,2.0927
4,2,23,100,10000,5030000,0.0000,0.0016,0.0005,0.25,2,0.0000,0.0000,1,8,3,2.9899
2,2,22,100,100000,2020400,0.0000,0.0014,0.0005,0.75,3,0.0001,0.0000,0.7,8,3,27.6047
2,4,0,200,90150.0,120200,0.0000,0.0015,0.0005,0.25,8,0.0000,0.0000,1,4,2,18.1952
4,8,17,400,10000,192321200,0.0000,0.0016,0.0007,0.5,7,0.0001,0.0001,0.8,8,3,3.1490
2,2,28,200,1000,40080200,0.0000,0.0016,0.0005,0.5,7,0.0001,0.0000,0.3,8,3,0.3268
8,8,20,100,1000,40400,0.0000,0.0016,0.0005,0.5,4,0.0001,0.0000,1,8,2,0.3210
2,4,5,100,600.0,800,0.0000,0.0044,0.0203,0.5,8,0.0007,0.0005,0.28,8,1,0.1662
2,8,23,100,100000,4020200,0.0000,0.0017,0.0005,0.25,1,0.0000,0.0000,1,8,3,28.1620
2,4,27,200,1000,32040600,0.0000,0.0067,0.0033,0.25,1,0.0001,0.0002,1,8,3,0.2826
2,8,1,100,37725.0,50300,0.0000,0.0015,0.0005,0.5,2,0.0000,0.0000,1,8,2,10.5346
4,2,8,400,10000,192321200,0.0000,0.0025,0.0008,0.5,8,0.0002,0.0001,0.1,8,3,3.4299
8,2,26,100,10000,70100,0.0000,0.0073,0.0005,0.5,5,0.0000,0.0000,1,8,2,2.7239
4,8,17,400,100000,192321200,0.0003,0.0116,0.0544,0.5,1,0.0003,0.0001,0.92,8,3,34.0282
2,4,5,400,2400.0,3200,0.0000,2.5694,0.0007,0.75,8,0.0014,0.0001,0.1,8,1,3.1383
8,2,26,100,10000,50300,0.0000,0.0037,0.0005,0.75,7,0.0001,0.0000,0.1,8,2,3.1199
8,4,12,400,10000,64800800,0.0000,0.0007,0.0003,0.5,3,0.0000,0.0000,1,8,3,0.8853
2,4,16,100,1000,40400,0.0000,0.0025,,0.75,1,,,,8,2,0.0917
2,8,23,400,1000,256320800,0.0000,0.0007,0.0002,0.25,1,0.0000,0.0000,1,8,3,0.0869
2,2,22,400,100000,320160800,0.0000,0.0009,0.0003,0.5,0,0.0000,0.0000,0.2,8,3,12.2833
8,4,12,200,1000,32080400,0.0000,0.0009,0.0003,0.25,1,0.0000,0.0000,1,8,3,0.1188
8,2,26,200,1000,160800,0.0000,0.0012,0.0003,0.5,9,0.0001,0.0000,0.7,8,2,0.0787
2,4,0,100,15000.0,20000,0.0000,0.0213,,0.25,3,,,,2,2,1.2333
2,8,12,400,1000,960800,0.0000,0.0014,0.0003,0.75,1,0.0002,0.0000,0.1,8,2,0.1053
8,8,15,200,1200.0,1600,0.0000,0.0015,0.0003,0.5,8,0.0000,0.0000,1,8,1,0.0796
2,8,23,400,1000,256161200,0.0000,0.0023,,0.5,8,,,,8,3,0.1184
4,4,9,200,1200.0,1600,0.0000,0.0051,,0.5,7,,,,8,1,0.0880
8,4,8,400,10000,482000,0.0000,0.0126,,0.5,2,,,,8,2,0.8679
2,4,0,200,1000,120200,0.0000,0.2387,0.2523,0.5,7,0.1464,0.1182,1,4,2,1.0112
8,4,6,400,1000,192000400,0.0000,0.0017,0.0003,0.75,5,0.0000,0.0000,1,4,3,0.1203
4,8,17,100,10000,2030300,0.0000,0.0126,,0.25,6,,,,8,3,1.1304
4,2,1,400,1000,64160000,0.0000,0.0011,0.0004,0.75,6,0.0001,0.0000,0.7,2,3,0.1422
4,2,23,400,10000,128800400,0.0000,0.0009,0.0003,0.75,5,0.0001,0.0000,1,8,3,1.3266
8,4,10,400,2400.0,3200,0.0000,0.0024,,0.75,3,,,,8,1,0.2136
8,4,1,400,100000,128481200,0.0000,0.0018,0.0006,0.75,1,0.0001,0.0000,0.2,8,3,23.9804
4,8,1,200,10000,24040000,0.0000,0.0036,0.0005,0.5,7,0.0001,0.0000,0.5,4,3,2.6609
8,8,8,200,1000,1600,0.0000,0.0034,,0.5,5,,,,8,1,0.1671
8,8,20,200,1200.0,1600,0.0000,0.0026,0.0006,0.5,8,0.0002,0.0000,0.6,8,1,0.1973
4,8,1,100,10000,1000300,0.0000,0.0014,0.0004,0.75,9,0.0000,0.0000,1,4,3,2.6637
8,8,4,400,10000,482000,0.0000,0.0010,0.0004,0.75,6,0.0001,0.0000,0.4,8,2,2.0613
2,8,5,100,600.0,800,0.0000,0.1869,0.0094,0.75,6,0.0003,0.0000,0.368,8,1,0.3480
8,4,1,200,100000,40040400,0.0000,0.0010,0.0004,0.25,8,0.0000,0.0000,1,8,3,15.7079
8,4,6,400,10000,64320400,0.0000,0.0088,,0.5,8,,,,4,3,1.2952
8,8,4,200,100000,240400,0.0000,0.2108,,0.25,3,,,,8,2,19.0972
2,8,5,400,2400.0,3200,0.0000,0.0041,,0.75,0,,,,8,1,0.4021
8,4,4,400,1000,640000,0.0000,0.0038,0.0005,0.25,1,0.0000,0.0000,1,4,2,0.1935
2,8,23,100,10000,4020200,0.0000,0.0180,,0.25,1,,,,8,3,2.3558
2,2,27,400,100000,801200,0.0000,0.0041,0.0005,0.5,2,0.0000,0.0000,1,8,2,15.4167
2,8,5,400,2400.0,3200,0.0000,0.0047,,0.5,3,,,,8,1,0.4225
8,4,9,100,10000,40400,0.0000,0.0018,0.0006,0.5,2,0.0001,0.0000,0.7,8,2,2.1633
4,8,1,400,100000,128160400,0.0000,0.0009,0.0004,0.75,0,0.0001,0.0000,0.8,4,3,24.8443
4,2,17,200,10000,200600,0.0000,0.0008,0.0003,0.75,2,0.0000,0.0000,1,8,2,1.2383
2,4,3,100,100000,5020100,0.0001,0.0069,0.0006,0.5,1,0.0000,0.0000,1,8,3,19.9857
2,8,23,200,10000,48040200,0.0000,0.0087,,0.5,6,,,,8,3,2.6024
4,4,6,100,10000,20200,0.0000,0.0014,0.0005,0.5,1,0.0001,0.0000,0.5,4,2,2.0951
8,4,9,400,10000,641600,0.0000,0.0087,0.0005,0.25,7,0.0000,0.0000,1,8,2,1.8483
8,8,20,100,1000,50300,0.0000,0.0031,,0.25,1,,,,8,2,0.1878
8,4,12,400,10000,128640800,0.0000,0.0041,0.0006,0.75,9,0.0003,0.0001,0.9,8,3,2.3740
