maximum.arity,number.of.predicates,number.of.variables,domain.size,number.of.facts,universe.size,Propagating evidence,Cycle breaking,instance,Grounding,number.of.independent.pairs,Total time,Compiling BDD,answer,proportion.probabilistic,maximum.number.of.nodes
2,8,4,200,1000,200600,0.0000,,6,0.0031,8,0.1245,,,0.75,8
3,8,2,400,100000,192321200,0.0000,0.0000,3,0.0015,15,17.3414,0.0022,1,0.25,4
3,8,8,400,10000,320480000,0.0000,,2,0.0141,23,2.3955,,,0.5,2
3,8,4,100,10000,3030200,0.0000,0.0001,0,0.0014,12,2.1210,0.0027,0.1,0.25,8
3,2,2,200,10000,8000200,0.0000,0.0000,7,0.0014,1,2.3247,0.0022,1,0.25,4
3,8,4,100,100000,2020400,0.0000,0.0000,9,0.0021,15,22.2155,0.0023,1,0.5,4
2,8,2,100,52575.0,70100,0.0000,0.0001,3,0.0016,26,10.1212,0.0026,0.4,0.25,8
3,8,2,100,1000,3040100,0.0000,0.0000,8,0.0012,23,0.2310,0.0035,1,0.5,4
3,8,4,400,100000,192480800,0.0000,0.0000,4,0.0015,21,22.2625,0.0021,1,0.25,2
3,8,4,200,100000,16080800,0.0000,0.0000,2,0.0014,12,22.6549,0.0023,1,0.25,8
1,8,2,400,1000,3200,0.0000,,9,0.0077,6,0.1757,,,0.75,8
2,2,4,400,100000,160400,0.0000,,7,0.4627,0,14.7087,,,0.25,2
2,2,4,400,10000,160400,0.0000,0.0000,0,0.0012,0,1.5141,0.0022,1,0.25,2
1,8,4,100,600.0,800,0.0000,,8,0.0038,9,0.0520,,,0.25,4
1,8,8,100,600.0,800,0.0000,,7,0.0024,20,0.0571,,,0.5,8
2,8,2,200,1000,121000,0.0000,0.0001,4,0.0018,17,0.1157,0.0015,0.6,0.5,4
2,8,2,400,1000,641600,0.0000,0.0001,5,0.0009,17,0.1150,0.0015,0.8,0.75,4
1,4,2,400,1200.0,1600,0.0000,,7,0.0055,5,0.1047,,,0.5,4
2,4,4,100,7725.0,10300,0.0000,0.0000,5,0.0009,6,0.7602,0.0013,1,0.25,4
3,8,2,200,1000,8120800,0.0000,0.0000,5,0.0009,22,0.1196,0.0012,1,0.75,2
2,8,4,100,10000,60200,0.0000,,4,0.0469,8,1.2394,,,0.5,8
3,8,4,100,1000,5010200,0.0000,,5,0.0043,3,0.1474,,,0.75,2
3,8,2,200,100000,24040800,0.0000,0.0000,8,0.0011,28,16.2761,0.0013,1,0.25,2
2,8,4,100,30300.0,40400,0.0000,,3,0.0446,16,3.5970,,,0.5,2
3,8,8,100,1000,2040200,0.0000,,8,0.0026,17,0.1058,,,0.25,4
1,8,2,200,1200.0,1600,0.0000,,9,0.0049,6,0.1070,,,0.5,8
1,8,2,400,2400.0,3200,0.0000,,4,0.0029,6,0.1735,,,0.25,8
3,8,8,400,1000,320320400,0.0000,,0,0.0024,17,0.1314,,,0.5,4
3,2,2,400,100000,64160000,0.0000,0.0002,8,0.0030,1,20.7498,0.0027,0.3,0.5,4
2,4,4,400,10000,480400,0.0000,0.0001,6,0.0013,4,2.0398,0.0026,0.4,0.5,8
2,4,4,100,22575.0,30100,0.0000,,4,0.0344,6,4.7226,,,0.5,4
1,8,4,200,1200.0,1600,0.0000,0.0003,9,0.0027,10,0.4723,0.0027,0.9,0.75,8
3,8,2,400,1000,448000400,0.0001,0.0003,5,0.0047,8,0.3311,0.0088,0.6,0.75,4
2,8,2,400,1000,1120400,0.0000,,5,0.0036,26,0.3392,,,0.5,8
2,8,8,400,100000,641600,0.0000,0.0006,1,1.5234,4,33.9963,0.0025,1,0.5,8
3,8,4,200,10000,16160400,0.0000,0.0000,8,0.0029,21,2.8133,0.0015,1,0.25,2
3,8,4,200,10000,32120200,0.0000,,5,0.0098,27,3.8161,,,0.5,2
3,8,4,200,1000,32120200,0.0000,0.0001,2,0.0018,1,0.4329,0.0061,0.4,0.75,8
2,4,4,400,1000,320800,0.0002,,5,0.0141,4,0.3804,,,0.5,8
2,8,8,100,15450.0,20600,0.0000,,9,0.1235,20,4.6770,,,0.25,8
3,8,4,400,1000,256480400,0.0000,0.0000,2,0.0013,15,0.3264,0.0051,1,0.5,4
3,8,4,100,100000,2020400,0.0001,0.0001,9,0.0054,21,41.0514,0.0048,1,0.5,2
3,8,8,100,1000,5010200,0.0000,,4,0.0039,15,0.3447,,,0.5,4
3,8,4,200,100000,32080400,0.0000,0.0001,8,0.0012,12,42.1419,0.0016,0.5,0.75,8
2,8,4,400,1000,482000,0.0002,0.0001,8,0.0101,9,0.2796,0.0018,0.6,0.25,8
1,8,4,400,2400.0,3200,0.0000,,0,0.0114,9,0.6022,,,0.75,4
3,8,4,200,10000,32120200,0.0000,,9,0.0038,3,3.7933,,,0.75,2
2,8,4,400,1000,1120400,0.0000,0.0000,4,0.0014,9,0.2802,0.0022,1,0.25,8
1,8,8,200,1000,1600,0.0000,,8,0.0025,22,0.2212,,,0.5,8
2,8,4,200,1000,160800,0.0000,,1,0.0063,16,0.3036,,,0.75,2
2,8,4,400,100000,801200,0.0000,0.0001,3,0.0042,8,37.9580,0.0017,0.6,0.75,8
2,8,8,400,10000,1120400,0.0000,,8,0.0287,12,3.9649,,,0.5,2
2,8,4,100,37725.0,50300,0.0000,,0,46.6427,8,60.0005,,,0.75,8
3,8,4,100,100000,4020200,0.0000,,8,0.0730,12,29.8121,,,0.75,8
2,8,8,200,90750.0,121000,0.0000,,0,0.0044,1,21.3160,,,0.5,2
2,8,4,400,100000,1120400,0.0000,0.0000,8,0.0015,16,22.2853,0.0022,1,0.5,2
2,8,8,200,100000,240400,0.0000,0.0001,6,0.0016,20,22.2971,0.0027,0.3,0.75,8
3,8,4,400,1000,256640000,0.0000,0.0001,0,0.0012,21,0.2337,0.0025,0.4,0.5,2
2,8,8,400,1000,801200,0.0000,0.0000,2,0.0083,1,0.2111,0.0025,1,0.25,2
1,8,8,400,1000,3200,0.0000,,1,0.0055,1,0.1956,,,0.5,2
1,8,4,200,1000,1600,0.0000,,7,0.0041,5,0.1510,,,0.25,2
2,8,8,100,45150.0,60200,0.0000,,6,0.2036,20,11.1159,,,0.75,8
1,8,8,200,1200.0,1600,0.0000,0.0003,0,0.0017,22,0.1204,0.0015,0.4,0.75,8
3,8,2,100,100000,4010300,0.0000,0.0000,5,0.3415,28,24.5953,0.0021,1,0.25,2
2,8,8,200,1000,200600,0.0000,0.0001,2,0.0014,1,0.2068,0.0025,0.5,0.5,2
1,8,4,100,600.0,800,0.0000,0.0003,7,0.0954,3,0.1999,0.0029,0.72,0.5,8
1,8,8,400,2400.0,3200,0.0000,0.0000,3,0.0018,11,0.2285,0.0014,1,0.5,4
3,8,2,200,1000,24120400,0.0000,0.0001,4,0.0009,22,0.1481,0.0027,0.7,0.5,2
3,8,8,400,1000,192480800,0.0000,,5,0.0023,23,0.1455,,,0.75,2
3,4,4,100,1000,3000100,0.0000,0.0001,7,0.0010,1,0.1763,0.0014,0.7,0.75,4
2,2,4,400,10000,160400,0.0000,,7,0.0395,0,1.8882,,,0.25,2
2,8,2,400,100000,482000,0.0000,0.0000,3,0.0051,27,19.3162,0.0022,1,0.5,2
2,4,4,200,60300.0,80400,0.0001,,7,50.4078,4,60.0002,,,0.5,8
1,8,8,200,1200.0,1600,0.0000,0.0001,2,0.0034,8,0.2036,0.0026,0.5,0.5,8
2,8,4,100,10000,50300,0.0000,0.0001,5,0.0013,8,2.3985,0.0025,0.2,0.75,8
3,8,8,100,1000,3020300,0.0000,0.0000,3,0.0014,15,0.1998,0.0020,1,0.25,4
2,8,2,100,22875.0,30500,0.0000,0.0001,7,0.0015,27,5.0795,0.0028,0.9,0.5,2
1,8,4,400,1000,3200,0.0000,,4,0.0034,3,0.0877,,,0.5,8
2,8,4,100,10000,60200,0.0000,,1,0.0093,9,1.3663,,,0.75,8
3,8,8,100,1000,5010200,0.0000,,4,0.0026,23,0.1502,,,0.75,2
2,4,4,200,10000,120200,0.0000,,4,0.0094,6,1.2803,,,0.5,4
1,8,8,200,1200.0,1600,0.0000,,0,0.0028,1,0.1561,,,0.75,2
3,8,8,200,1000,48040200,0.0000,,6,0.0025,23,0.1519,,,0.5,2
2,8,2,100,10000,50300,0.0000,0.0001,2,0.0026,17,1.4116,0.0015,0.3,0.75,4
1,8,8,100,600.0,800,0.0000,,0,0.0029,1,0.0571,,,0.5,2
1,8,4,200,1000,1600,0.0000,,5,0.0024,10,0.0992,,,0.75,8
2,8,8,100,30300.0,40400,0.0000,,0,0.0493,20,3.9826,,422.,0.5,8
2,8,4,400,10000,322400,0.0000,,8,0.0261,8,1.4126,,,0.75,8
1,8,8,200,1200.0,1600,0.0000,,1,0.0022,20,0.1262,,,0.75,8
3,8,4,400,10000,128481200,0.0000,,9,0.0043,27,1.3231,,,0.5,2
2,8,8,400,10000,1280000,0.0000,0.0001,8,0.0010,4,1.4395,0.0014,0.6,0.75,8
2,8,2,400,10000,801200,0.0000,0.0000,4,0.0015,19,1.8743,0.0024,1,0.25,2
3,4,8,200,10000,16040200,0.0000,,8,0.0190,1,2.6834,,,0.75,4
1,8,8,400,2400.0,3200,0.0000,,9,0.0069,5,0.3389,,,0.25,2
1,8,8,400,1000,3200,0.0000,,0,0.0057,15,0.1950,,,0.75,8
3,8,4,400,100000,256480400,0.0002,,2,0.0684,1,26.2044,,,0.5,8
1,8,8,200,1200.0,1600,0.0000,,7,0.0031,20,0.1380,,,0.25,8
3,8,8,200,10000,48080000,0.0000,0.0000,3,0.0010,23,1.3774,0.0013,1,0.25,2
2,8,2,400,10000,801200,0.0000,0.0000,9,0.0010,27,1.2546,0.0013,1,0.5,2
2,8,4,400,1000,482000,0.0001,,2,0.0051,8,0.1797,,,0.25,8
3,8,2,200,1000,16120600,0.0000,0.0000,2,0.0009,15,0.1525,0.0012,1,0.5,4
1,4,2,100,300.0,400,0.0000,,3,0.0039,5,0.0370,,,0.75,4
2,4,4,100,1000,30100,0.0000,,2,0.0039,0,0.1547,,,0.75,2
3,8,4,100,1000,3010400,0.0000,,8,59.8651,15,60.0002,,,0.5,4
2,8,8,400,100000,960800,0.0000,0.0000,9,0.0051,1,20.2815,0.0021,1,0.5,2
2,8,8,200,100000,320000,0.0000,,8,0.1089,4,20.1105,,,0.25,8
1,4,4,200,600.0,800,0.0000,,0,0.0034,5,0.0901,,,0.25,2
3,8,2,400,100000,384160400,0.0000,0.0001,6,0.0017,23,24.2987,0.0024,0.8,0.25,4
2,8,8,100,10000,30500,0.0000,,1,58.9086,1,60.0002,,,0.25,2
3,8,2,200,10000,24120400,0.0000,0.0000,2,0.0012,28,1.6104,0.0012,1,0.75,2
1,4,4,200,600.0,800,0.0000,,6,0.0025,5,0.0638,,,0.25,2
3,8,4,200,1000,32080400,0.0000,0.0001,1,0.0010,12,0.1788,0.0018,0.4,0.75,8
2,8,2,400,100000,641600,0.0000,0.0000,9,0.0013,26,19.2884,0.0019,1,0.5,8
3,8,4,200,1000,32080400,0.0000,0.0001,8,0.0015,3,0.2007,0.0027,0.5,0.25,2
2,8,4,200,1000,280200,0.0000,0.0001,8,0.0014,16,0.2053,0.0024,0.2,0.5,2
3,8,2,200,10000,24080600,0.0000,0.0000,1,0.0014,28,2.4488,0.0020,1,0.5,2
2,2,4,200,10000,80000,0.0000,0.0000,4,0.0017,0,2.3671,0.0023,1,0.75,2
2,8,4,200,1000,160800,0.0000,,3,0.1361,9,0.3571,,,0.75,8
3,4,8,200,100000,16040200,0.0000,0.0000,0,0.0018,1,19.2999,0.0023,1,0.25,4
1,8,8,100,600.0,800,0.0000,0.0002,9,0.0039,22,0.1049,0.0029,0.55,0.5,8
1,8,8,200,1200.0,1600,0.0000,,7,0.0050,11,0.2255,,,0.75,4
2,4,4,100,22575.0,30100,0.0000,,7,0.1161,0,3.8380,,,0.25,2
3,8,4,400,10000,256480400,0.0000,,2,0.0053,15,2.2448,,,0.25,4
2,8,8,200,10000,121000,0.0000,0.0001,6,0.0014,12,2.1169,0.0026,0.6,0.5,2
3,8,4,400,100000,128481200,0.0000,0.0001,3,0.0009,1,20.1133,0.0013,0.1,0.5,8
1,8,8,200,1200.0,1600,0.0000,,2,59.8864,22,60.0004,,,0.25,8
3,8,2,400,10000,128481200,0.0000,0.0001,1,0.0016,15,2.2656,0.0027,0.5,0.5,4
2,8,4,200,100000,160800,0.0000,,1,0.1252,16,20.7352,,,0.25,2
3,8,4,400,1000,256480400,0.0000,0.0001,9,0.0010,3,0.2220,0.0021,0.6,0.75,2
1,8,2,400,2400.0,3200,0.0000,,9,0.0072,12,0.4008,,,0.5,4
1,8,8,200,1000,1600,0.0000,,2,59.8337,11,60.0002,,,0.75,4
3,8,4,400,100000,192640400,0.0000,0.0000,0,0.0010,15,22.2444,0.0011,1,0.75,4
2,4,4,200,10000,40600,0.0000,0.0000,5,0.0008,6,1.1151,0.0012,1,0.5,4
2,8,8,400,1000,482000,0.0000,,0,0.0028,1,0.0933,,,0.5,2
3,8,8,200,100000,24120400,0.0000,,4,32.6990,17,60.0002,,,0.5,4
1,4,2,100,300.0,400,0.0002,,3,0.0058,5,0.0852,,,0.25,4
3,4,4,200,10000,8080200,0.0000,,8,0.0280,6,4.5705,,,0.75,8
3,4,4,200,1000,8080200,0.0001,,3,0.0095,6,0.9416,,,0.25,8
2,8,8,400,100000,641600,0.0000,0.0001,7,0.0013,1,42.0178,0.0020,0.9,0.5,2
2,8,8,200,100000,320000,0.0000,0.0001,6,0.0009,1,23.6370,0.0014,0.8,0.75,2
3,8,2,400,100000,128321600,0.0000,0.0001,6,0.0011,22,18.3243,0.0017,0.9,0.75,2
3,8,4,100,100000,4020200,0.0000,0.0001,1,0.0014,12,28.8427,0.0015,0.3,0.75,8
2,8,4,100,10000,70100,0.0000,,8,0.0271,16,2.0762,,,0.25,2
2,8,8,100,1000,20600,0.0000,0.0003,9,0.0035,20,0.3168,0.0038,0.2,0.75,8
1,4,4,100,300.0,400,0.0000,0.0002,5,0.0021,5,0.0615,0.0034,0.7,0.75,2
2,8,8,100,10000,40400,0.0000,,0,0.0209,4,2.5019,,,0.5,8
3,8,4,200,1000,32080400,0.0000,0.0002,1,0.0021,21,0.2172,0.0024,0.2,0.75,2
2,8,2,100,37725.0,50300,0.0000,0.0001,3,0.0021,19,11.2259,0.0029,0.3,0.25,2
2,8,2,100,10000,30500,0.0000,0.0002,1,0.0660,26,2.9796,0.0077,1,0.25,8
2,8,8,400,1000,801200,0.0000,,1,0.0167,20,0.4483,,,0.5,8
3,8,2,100,1000,6000200,0.0000,0.0001,5,0.0022,15,0.4322,0.0029,1,0.75,4
2,2,4,400,1000,320000,0.0001,0.0003,1,0.0042,0,0.4800,0.0074,0.7,0.75,2
3,8,8,200,1000,24080600,0.0000,,1,0.0748,15,1.1074,,237.,0.75,4
1,8,4,400,1000,3200,0.0002,,1,0.0129,5,0.4541,,,0.75,2
1,8,8,100,600.0,800,0.0004,,8,0.0167,20,0.2937,,,0.25,8
2,8,8,100,45150.0,60200,0.0000,0.0001,6,0.0028,20,21.3514,0.0031,0.8,0.25,8
3,8,8,100,1000,6000200,0.0001,0.0004,2,0.0083,15,0.3057,0.0040,0.8,0.75,4
3,8,4,400,10000,128800400,0.0000,0.0001,4,0.0051,3,5.1550,0.0161,1,0.25,2
3,8,8,400,1000,256161200,0.0000,0.0001,3,0.0015,17,0.2670,0.0026,0.6,0.5,4
2,4,4,400,10000,161200,0.0000,,8,0.0404,6,3.3989,,,0.25,4
1,8,4,200,1200.0,1600,0.0000,,3,0.0024,10,0.0909,,,0.5,8
1,8,4,100,600.0,800,0.0000,,0,0.0085,3,0.1028,,,0.5,8
2,8,8,200,100000,240400,0.0000,0.0000,9,0.0013,4,20.5266,0.0020,1,0.75,8
3,4,4,100,100000,2020000,0.0000,0.0001,0,0.0019,6,22.0810,0.0023,0.5,0.25,8
1,8,8,200,1200.0,1600,0.0000,,2,0.0079,1,0.3083,,,0.5,2
2,8,8,200,10000,200600,0.0000,,2,0.0103,12,1.8905,,,0.5,2
3,8,2,200,10000,24080600,0.0000,0.0001,6,0.0013,15,2.6987,0.0021,0.7,0.5,4
2,8,4,400,100000,641600,0.0000,0.0000,5,0.0012,9,24.2380,0.0019,1,0.5,8
2,8,2,100,10000,40400,0.0000,0.0000,0,0.0018,26,1.7157,0.0032,1,0.25,8
2,8,8,400,100000,801200,0.0000,,5,0.0032,20,18.9926,,,0.25,8
1,8,2,100,600.0,800,0.0000,,7,0.0064,9,0.1290,,,0.75,4
2,8,2,100,10000,40400,0.0000,0.0001,8,0.0030,17,2.2055,0.0026,0.6,0.5,4
3,4,4,100,100000,2000200,0.0000,0.0000,4,0.0026,1,23.1014,0.0021,1,0.25,4
3,8,4,200,1000,16120600,0.0000,0.0000,1,0.0013,1,0.2007,0.0021,1,0.25,8
3,8,8,200,100000,40120000,0.0000,0.0000,2,0.0015,23,21.9412,0.0020,1,0.25,2
1,8,2,200,1000,1600,0.0000,0.0000,8,0.0024,12,0.0838,0.0013,1,0.25,4
3,8,8,200,1000,32080400,0.0000,0.0001,9,0.0010,23,0.1268,0.0015,0.5,0.5,2
3,4,4,200,1000,24000200,0.0000,0.0001,2,0.0011,6,0.1351,0.0014,0.1,0.25,8
1,8,8,200,1200.0,1600,0.0000,,0,0.0036,15,0.0950,,,0.25,8
2,2,4,200,1000,40200,0.0000,,7,0.0037,0,0.1267,,,0.75,2
2,8,2,200,1000,121000,0.0000,,1,0.0022,26,0.1040,,,0.5,8
3,4,8,400,1000,192160000,0.0000,0.0000,7,0.0012,1,0.1485,0.0014,1,0.5,4
1,8,8,100,600.0,800,0.0000,0.0002,8,0.0025,5,0.0525,0.0018,0.59,0.25,2
2,8,2,400,100000,960800,0.0000,0.0000,1,0.0008,19,12.8267,0.0011,1,0.25,2
1,8,4,100,600.0,800,0.0000,,8,0.0038,3,0.0626,,,0.5,8
1,8,2,100,600.0,800,0.0000,0.0000,9,0.0026,12,0.0610,0.0013,1,0.5,4
1,8,8,400,1000,3200,0.0000,,5,0.0023,1,0.0837,,,0.25,2
3,4,4,100,1000,1020100,0.0000,0.0001,8,0.0014,6,0.1589,0.0028,0.9,0.5,8
2,4,4,200,10000,160000,0.0000,,1,58.4236,4,60.0002,,,0.25,8
2,4,4,400,1000,320800,0.0000,0.0001,1,0.0009,0,0.1525,0.0017,0.5,0.75,2
3,8,2,100,1000,3020300,0.0000,0.0000,1,0.0011,23,0.2544,0.0013,1,0.25,4
3,8,4,400,100000,64800800,0.0000,0.0000,3,0.0010,12,15.8675,0.0012,1,0.75,8
3,2,2,400,10000,64160000,0.0000,0.0000,8,0.0013,1,1.3030,0.0013,1,0.5,4
3,8,4,100,100000,4010300,0.0000,0.0000,3,0.0012,27,24.1354,0.0015,1,0.25,2
3,4,4,400,10000,128160400,0.0000,0.0000,5,0.0009,1,1.2300,0.0014,1,0.25,4
3,8,2,200,10000,24120400,0.0000,0.0001,2,0.0013,28,1.2917,0.0015,0.3,0.5,2
2,8,2,400,100000,641600,0.0000,0.0001,1,0.0012,17,19.0676,0.0016,0.1,0.75,4
3,8,4,200,10000,32080400,0.0000,0.0001,8,0.0014,3,1.4503,0.0016,0.3,0.75,2
1,8,2,200,1200.0,1600,0.0000,,2,0.0026,6,0.1047,,,0.5,8
2,4,4,100,15150.0,20200,0.0000,0.0885,5,0.3787,0,60.0003,56.8855,,0.5,2
3,8,2,400,10000,192480800,0.0000,0.0001,9,0.0011,22,1.5270,0.0014,0.6,0.25,2
1,8,8,400,1000,3200,0.0000,,4,0.0038,8,0.0883,,,0.5,8
2,8,8,400,1000,482000,0.0000,,6,0.0021,4,0.0993,,,0.5,8
3,8,8,100,100000,5010200,0.0000,0.0001,4,0.0013,23,25.1185,0.0014,0.1,0.75,2
2,8,4,100,1000,40400,0.0000,0.0000,2,0.0015,9,0.1898,0.0024,1,0.25,8
1,8,8,200,1000,1600,0.0000,0.0001,4,0.0017,15,0.0984,0.0015,0.3,0.75,8
1,8,4,400,1000,3200,0.0000,,2,0.0021,9,0.0979,,,0.75,4
2,8,2,100,37725.0,50300,0.0000,0.0000,4,0.0010,19,4.8143,0.0012,1,0.25,2
3,8,4,400,10000,128481200,0.0000,0.0001,9,0.0010,27,1.3625,0.0015,0.9,0.75,2
1,8,8,200,1000,1600,0.0000,,5,0.0022,1,0.0809,,,0.25,2
1,8,8,200,1000,1600,0.0000,,8,59.9171,20,60.0001,,,0.25,8
1,8,8,100,600.0,800,0.0000,0.0000,5,0.0023,20,0.0476,0.0013,1,0.25,8
3,4,4,400,100000,64320400,0.0000,,7,0.1258,6,23.7763,,,0.5,8
3,4,8,400,10000,128160400,0.0000,0.0001,0,0.0015,1,2.5547,0.0023,0.4,0.75,4
1,8,4,200,1200.0,1600,0.0000,,6,0.0041,3,0.0923,,,0.25,8
2,8,2,400,100000,801200,0.0000,0.0000,6,0.0014,19,19.7765,0.0023,1,0.25,2
1,2,8,200,300.0,400,0.0000,,6,0.0023,1,0.0274,,,0.5,8
3,4,8,400,1000,128160400,0.0000,,8,0.0113,1,0.1577,,,0.75,4
3,8,2,100,1000,3040100,0.0000,0.0002,8,0.0028,23,0.1406,0.0015,0.6,0.75,4
3,8,4,100,1000,4040000,0.0000,0.0000,4,0.0010,12,0.1200,0.0013,1,0.25,8
3,8,2,400,1000,192480800,0.0000,0.0001,7,0.0009,8,0.1129,0.0012,1,0.25,4
3,8,2,100,100000,2030300,0.0000,0.0000,4,0.0035,8,13.3278,0.0012,1,0.25,4
2,2,4,200,60000.0,80000,0.0000,0.0001,1,0.0012,0,7.2655,0.0078,0.4,0.5,2
3,8,2,200,10000,32120200,0.0000,0.0001,9,0.0011,28,1.4411,0.0029,0.4,0.75,2
2,8,4,400,100000,641600,0.0000,,7,0.0053,9,12.4018,,,0.5,8
1,8,2,200,1200.0,1600,0.0000,0.0001,2,0.0027,12,0.2056,0.0027,0.4,0.5,4
2,4,4,400,100000,480400,0.0000,0.0005,0,0.9535,4,21.8479,0.0021,1,0.5,8
3,8,8,400,10000,320160800,0.0000,,4,0.0045,15,2.4335,,,0.5,4
2,8,2,200,10000,200600,0.0000,0.0001,1,0.0015,27,1.9039,0.0026,0.8,0.25,2
2,8,2,200,10000,160800,0.0000,0.0001,5,0.0014,19,2.1973,0.0025,0.2,0.75,2
2,4,4,200,10000,120200,0.0000,,7,0.0147,0,1.8222,,,0.75,2
3,8,2,100,1000,5030000,0.0000,0.0001,2,0.0010,23,0.1486,0.0015,0.9,0.75,4
2,8,2,100,45150.0,60200,0.0000,0.0000,1,0.0060,19,6.3118,0.0021,1,0.25,2
3,4,4,100,10000,1020100,0.0000,0.0001,8,0.0014,1,2.3178,0.0025,0.2,0.75,4
2,8,4,400,10000,482000,0.0000,0.0001,8,0.0013,9,1.8824,0.0021,0.3,0.5,8
2,4,4,400,10000,320800,0.0000,0.0004,5,1.0017,4,2.9013,0.0019,1,0.5,8
2,8,8,100,1000,50300,0.0000,,3,0.0037,20,0.1751,,,0.25,8
1,8,2,200,1200.0,1600,0.0000,,1,0.0041,12,0.1579,,,0.25,4
1,8,4,200,1000,1600,0.0000,0.0000,5,0.0033,5,0.1672,0.0021,1,0.75,2
1,8,2,400,1000,3200,0.0000,,6,0.0041,6,0.2441,,,0.5,8
1,4,4,200,600.0,800,0.0000,0.0019,3,0.0064,5,0.4291,0.0124,0.1,0.5,2
1,8,8,400,2400.0,3200,0.0000,,7,0.0027,11,0.1722,,,0.5,4
3,8,4,200,1000,24120400,0.0000,0.0001,4,0.0016,21,0.5892,0.0052,0.3,0.75,2
2,8,8,100,1000,40400,0.0000,,2,0.0183,20,0.3551,,,0.5,8
1,4,4,400,1200.0,1600,0.0000,,9,0.0122,5,0.2349,,,0.25,2
2,8,4,200,100000,200600,0.0002,,7,0.4769,8,31.3215,,,0.75,8
2,8,8,400,100000,960800,0.0000,0.0000,6,0.0012,20,22.5818,0.0041,1,0.5,8
3,8,4,400,10000,192002000,0.0000,0.0001,9,0.0016,1,2.4169,0.0021,0.2,0.75,8
3,4,4,400,10000,192000400,0.0000,0.0000,2,0.0032,6,1.1314,0.0011,1,0.25,8
1,8,8,400,2400.0,3200,0.0000,,9,0.0029,11,0.1730,,,0.5,4
3,8,4,100,1000,3030200,0.0000,0.0001,2,0.0030,3,0.3979,0.0033,1,0.25,2
2,4,4,100,10000,20200,0.0000,,6,58.3743,0,60.0003,,,0.25,2
1,8,8,200,1200.0,1600,0.0000,0.0001,5,0.0034,22,0.2446,0.0031,1,0.25,8
1,8,8,200,1000,1600,0.0000,,5,0.0029,15,0.1182,,,0.25,8
2,8,4,400,10000,641600,0.0000,,7,0.0075,9,2.3422,,,0.75,8
2,8,2,400,1000,641600,0.0000,,8,0.0034,19,0.2492,,,0.25,2
2,8,2,400,1000,641600,0.0000,0.0001,1,0.0021,17,0.1802,0.0023,0.1,0.75,4
1,8,8,200,1000,1600,0.0000,,5,0.0030,5,0.0880,,,0.75,2
3,8,4,100,10000,3000500,0.0000,0.0000,9,0.0014,1,1.3709,0.0020,1,0.25,8
2,8,8,400,100000,322400,0.0000,,9,0.1087,20,13.8577,,,0.25,8
3,8,4,400,10000,128481200,0.0000,0.4421,1,1.2351,1,60.0006,57.3620,,0.25,8
3,8,2,200,1000,24040800,0.0000,0.0000,9,0.0011,23,0.1959,0.0013,1,0.25,4
3,8,2,100,1000,5010200,0.0000,0.0002,0,0.0019,22,0.3517,0.0052,1,0.25,2
3,8,8,100,1000,5020100,0.0000,0.0001,0,0.0027,17,0.3329,0.0031,1,0.5,4
3,8,4,400,1000,256161200,0.0001,0.0016,6,0.0080,27,0.2916,0.0041,0.5,0.75,2
3,8,8,100,100000,4030100,0.0000,0.0002,0,0.0026,15,38.5718,0.0029,0.3,0.5,4
2,8,2,200,1000,240400,0.0000,,8,0.0037,26,0.3011,,,0.75,8
2,8,2,100,37725.0,50300,0.0002,0.0000,1,0.0111,27,9.9999,0.0025,1,0.25,2
1,4,2,400,1200.0,1600,0.0000,0.0001,6,0.0046,5,0.3084,0.0091,1,0.25,4
3,4,4,100,100000,3000100,0.0000,0.0001,2,0.0030,6,35.5724,0.0033,1,0.25,8
1,8,8,200,1000,1600,0.0000,,4,0.0057,8,0.1946,,,0.25,8
3,8,2,200,1000,32120200,0.0000,0.0002,9,0.0021,28,0.4246,0.0041,0.7,0.75,2
1,8,8,200,1000,1600,0.0002,0.0001,0,0.0165,8,0.4809,0.0041,1,0.25,8
3,8,2,100,100000,3030200,0.0000,0.0000,1,0.0018,8,42.9950,0.0023,1,0.75,4
1,8,8,100,600.0,800,0.0000,,0,0.0093,15,0.1371,,,0.25,8
2,8,2,100,1000,40400,0.0000,0.0001,0,0.0023,26,0.4409,0.0038,0.9,0.75,8
2,8,2,200,100000,200600,0.0000,0.0004,1,0.0050,27,36.3106,0.0044,0.1,0.75,2
2,4,4,100,10000,30100,0.0000,0.0001,0,0.0044,4,3.6676,0.0095,1,0.5,8
2,8,2,100,10000,40400,0.0000,0.0001,9,0.0054,17,2.6044,0.0036,1,0.25,4
3,8,8,200,100000,24120400,0.0000,,4,19.5532,17,60.0002,,,0.75,4
2,8,8,400,100000,960800,0.0000,0.0001,8,0.0014,1,25.6174,0.0030,0.2,0.25,2
3,8,2,400,1000,128481200,0.0000,,4,0.0042,8,0.2970,,,0.5,4
1,8,4,100,600.0,800,0.0000,,5,0.0038,10,0.1364,,,0.5,8
2,8,4,400,100000,801200,0.0001,0.0001,0,0.0021,16,25.5238,0.0044,0.3,0.25,2
2,2,4,200,30150.0,40200,0.0001,0.0004,0,0.0077,0,7.1293,0.0028,0.3,0.25,2
3,4,8,400,10000,128160400,0.0000,0.0001,1,0.0011,1,2.7211,0.0016,0.9,0.75,4
