maximum.number.of.nodes,Clark's completion,Transform output,Propagating evidence,number.of.predicates,instance,Total time,maximum.arity,number.of.independent.pairs,domain.size,proportion.probabilistic,Solver call,Grounding,Transform input,Cycle breaking,universe.size,number.of.facts,number.of.variables,answer
4,0.0000,0.0001,0.0000,8,5,40.6820,3,17,100,0.75,0.0580,0.0020,0.0002,0.0001,3030200,100000,8,0.7
2,0.0000,0.0000,0.0000,8,7,3.2077,2,27,400,0.75,0.0357,0.0012,0.0002,0.0001,482000,10000,2,0.5
4,0.0000,0.0000,0.0000,8,2,34.0521,3,23,200,0.75,0.0448,0.0015,0.0002,0.0001,40120000,100000,2,0.2
2,0.0000,0.0000,0.0000,8,7,0.3140,3,27,200,0.75,0.0189,0.0014,0.0002,0.0001,16120600,1000,4,0.2
2,0.0000,0.0000,0.0000,8,5,3.5380,3,21,100,0.75,0.0199,0.0015,0.0002,0.0001,2010500,10000,4,0.6
4,0.0000,,0.0000,4,3,41.6432,3,1,200,0.75,,0.0024,,0.0000,24000200,100000,4,1
8,0.0000,0.0003,0.0000,8,0,4.2500,2,9,100,0.75,0.0224,0.0017,0.0012,0.0001,20600,15450.0,4,0.6
4,,,0.0001,8,5,0.2349,3,15,400,0.75,,0.0077,,,256001600,1000,8,
8,,,0.0001,8,7,0.1142,1,22,100,0.75,,0.0091,,,800,600.0,8,
8,,,0.0000,8,5,28.1556,2,20,400,0.75,,0.2684,,,801200,100000,8,
8,0.0000,0.0000,0.0000,8,4,0.2971,2,9,200,0.75,0.0150,0.0010,0.0001,0.0001,280200,1000,4,0.5
8,,,0.0000,8,9,53.0006,2,9,200,0.25,,50.9238,,,200600,10000,4,
8,,,0.0000,4,8,60.0020,3,6,200,0.5,,56.7175,,,8080200,10000,4,
2,0.0000,0.0000,0.0000,8,6,3.2288,2,12,100,0.5,0.0106,0.0009,0.0001,0.0001,30500,10000,8,0.7
8,0.0001,,0.0000,8,8,3.3182,2,9,200,0.5,,0.0016,,0.0001,121000,10000,4,1
4,0.0001,0.0000,0.0000,4,3,4.2452,3,1,100,0.75,0.0268,0.0084,0.0003,0.0002,3000100,10000,4,0.28
4,0.0000,,0.0000,8,3,34.0310,3,15,400,0.25,,0.0013,,0.0000,192321200,100000,8,1
8,0.0001,0.0001,0.0000,8,3,0.4904,1,6,400,0.25,0.0271,0.0055,0.0003,0.0004,3200,2400.0,2,0.943
4,0.0000,0.0001,0.0000,8,2,0.3431,3,15,400,0.75,0.0176,0.0015,0.0001,0.0001,128481200,1000,2,0.7
2,0.0000,0.0000,0.0000,8,7,0.2971,2,19,100,0.5,0.0236,0.0017,0.0001,0.0001,50300,1000,2,0.9
2,,,0.0002,8,0,24.3006,2,1,400,0.5,,0.1814,,,482000,100000,8,
4,0.0000,,0.0000,8,0,31.0310,3,23,100,0.25,,0.0017,,0.0000,4020200,100000,2,1
2,0.0000,,0.0000,8,1,1.8846,3,22,200,0.25,,0.0010,,0.0000,24160200,10000,2,1
4,0.0000,0.0000,0.0000,8,1,38.7324,3,23,100,0.75,0.0515,0.0014,0.0002,0.0001,3020300,100000,2,0.3
2,0.0000,,0.0000,4,4,3.6371,2,0,100,0.25,,0.0015,,0.0000,20200,15150.0,4,1
4,0.0000,,0.0000,8,6,3.6682,3,8,100,0.75,,0.0015,,0.0001,4010300,10000,2,1
8,0.0000,,0.0000,4,6,0.3384,3,6,100,0.25,,0.0017,,0.0000,2010100,1000,4,1
8,,,0.0000,8,9,0.2946,1,20,400,0.5,,0.0026,,,3200,2400.0,8,
4,0.0000,,0.0000,8,4,27.8237,3,15,200,0.25,,0.0013,,0.0000,24120400,100000,4,1
2,0.0000,,0.0002,8,2,0.3310,3,28,100,0.5,,0.0073,,0.0000,3030200,1000,2,1
4,,,0.0000,4,9,4.3963,2,6,100,0.5,,0.1707,,,20200,15150.0,4,
2,0.0001,,0.0000,8,6,26.3433,2,19,200,0.25,,0.0013,,0.0000,200600,100000,2,1
4,,,0.0001,4,3,0.2348,2,6,100,0.25,,0.0117,,,40000,1000,4,
8,,,0.0000,8,6,2.9621,2,4,100,0.75,,0.0187,,,30500,10000,8,
8,0.0000,0.0001,0.0000,8,0,2.9395,2,26,100,0.75,0.0215,0.0010,0.0002,0.0001,40400,10000,2,0.5
2,,,0.0000,8,4,9.4995,2,16,100,0.25,,0.0032,,,50300,37725.0,4,
2,0.0000,0.0000,0.0000,8,8,3.4205,3,28,100,0.75,0.0193,0.0016,0.0002,0.0001,3010400,10000,2,0.6
4,0.0002,0.0002,0.0000,8,8,2.9651,3,15,100,0.5,0.0184,0.0042,0.0004,0.0011,3010400,10000,4,0.442
8,0.0000,0.0000,0.0000,8,8,34.2173,3,1,200,0.75,0.0353,0.0011,0.0002,0.0001,40040400,100000,4,0.9
8,,,0.0000,8,0,0.1427,1,20,200,0.75,,0.0039,,,1600,1000,8,
4,0.0000,,0.0000,4,0,2.0350,3,1,100,0.5,,0.0012,,0.0000,2010100,10000,8,1
2,0.0000,,0.0002,8,5,0.1390,1,5,400,0.25,,0.0049,,0.0000,3200,1000,4,1
8,0.0000,,0.0000,8,2,1.5540,2,9,200,0.25,,0.0011,,0.0000,160800,10000,4,1
2,,,0.0000,4,0,0.1597,2,0,400,0.25,,0.0029,,,640000,1000,4,
2,,,0.0000,2,8,0.1662,2,0,200,0.25,,0.0139,,,80000,1000,4,
8,,,0.0000,8,0,0.1316,1,10,400,0.5,,0.0109,,,3200,1000,4,
2,,,0.0000,8,3,0.1724,2,12,100,0.5,,0.0023,,,40400,1000,8,
8,0.0000,,0.0000,8,9,1.9048,2,26,100,0.25,,0.0012,,0.0002,40400,10000,2,1
2,,,0.0001,8,6,0.2866,3,3,100,0.25,,0.0176,,,3010400,1000,4,
4,0.0001,,0.0000,8,4,25.7365,2,17,200,0.75,,0.0017,,0.0000,121000,90750.0,2,1
2,,,0.0000,8,1,0.2321,2,16,100,0.25,,0.0057,,,40400,1000,4,
4,0.0001,0.0001,0.0000,2,9,0.4416,3,1,400,0.75,0.0375,0.0021,0.0002,0.0001,64000400,1000,2,0.1
8,0.0002,,0.0000,8,4,2.6608,2,8,200,0.25,,0.0098,,0.0002,240400,10000,4,1
4,,,0.0000,4,8,7.7555,2,6,200,0.25,,0.3258,,,40600,30450.0,4,
4,0.0001,0.0000,0.0000,8,2,3.3493,3,15,100,0.75,0.0251,0.0031,0.0002,0.0003,2030300,10000,2,0.9
2,0.0001,0.0001,0.0000,8,6,27.9102,3,22,100,0.75,0.0453,0.0032,0.0002,0.0002,2020400,100000,2,0.7
2,,,0.0000,2,3,9.9840,2,0,200,0.25,,0.1008,,,80000,60000.0,4,
8,0.0000,,0.0000,4,4,0.1870,3,6,200,0.25,,0.0012,,0.0000,24000200,1000,4,1
4,0.0000,0.0001,0.0000,8,0,1.8532,2,17,200,0.75,0.0241,0.0012,0.0002,0.0001,200600,10000,2,0.4
8,,,0.0000,8,6,0.1197,1,15,200,0.25,,0.0022,,,1600,1200.0,8,
2,,,0.0000,8,7,0.1233,1,1,200,0.5,,0.0045,,,1600,1000,8,
2,,,0.0001,8,5,0.1525,2,16,200,0.25,,0.0056,,,160800,1000,4,
8,0.0000,0.0000,0.0000,4,0,2.1765,2,4,200,0.75,0.0190,0.0021,0.0007,0.0002,120200,10000,4,0.7
4,0.0000,0.0002,0.0000,8,7,2.3069,3,17,100,0.5,0.0212,0.0014,0.0003,0.0001,3020300,10000,8,0.1
2,,,0.0000,8,3,0.2808,2,12,100,0.75,,0.0050,,,40400,1000,8,
2,0.0000,,0.0000,4,3,0.2241,1,5,400,0.25,,0.0040,,0.0001,1600,1000,4,1
4,0.0001,0.0000,0.0000,8,0,30.5528,3,15,100,0.5,0.0359,0.0014,0.0002,0.0001,3040100,100000,4,0.4
2,,,0.0000,8,1,0.1468,1,1,200,0.75,,0.0062,,,1600,1000,8,
8,0.0000,,0.0000,8,8,22.4104,2,9,400,0.25,,0.0015,,0.0000,482000,100000,4,1
4,,,0.0000,8,2,1.9604,3,17,400,0.25,,0.0067,,,64960400,10000,8,
4,0.0000,0.0000,0.0001,2,5,3.7271,3,1,100,0.75,0.0283,0.0017,0.0002,0.0001,1000100,10000,2,0.4
8,0.0000,,0.0000,4,7,20.9738,2,4,400,0.25,,0.0018,,0.0000,320800,100000,4,1
8,,,0.0000,8,4,0.2997,2,4,200,0.75,,0.0114,,,160800,1000,8,
4,0.0000,0.0001,0.0000,4,0,0.2169,2,6,400,0.75,0.0134,0.0019,0.0001,0.0001,480400,1000,4,0.1
8,0.0000,0.0000,0.0000,8,8,20.9829,2,9,200,0.75,0.0334,0.0010,0.0002,0.0001,121000,90750.0,4,0.5
2,0.0000,0.0000,0.0000,8,2,6.3442,2,19,100,0.25,0.0351,0.0012,0.0001,0.0001,50300,37725.0,2,0.8
4,0.0000,,0.0000,8,3,2.6058,3,15,400,0.75,,0.0019,,0.0000,192161600,10000,4,1
4,0.0000,,0.0000,8,3,29.5631,3,15,100,0.5,,0.0012,,0.0011,3020300,100000,2,1
2,,,0.0001,8,9,0.2466,1,5,200,0.75,,0.0130,,,1600,1000,8,
4,,,0.0000,8,3,60.0002,1,9,200,0.5,,59.7407,,,1600,1200.0,4,
8,,,0.0000,8,2,0.0840,1,15,100,0.25,,0.0044,,,800,600.0,8,
2,,,0.0000,8,1,19.5590,2,16,400,0.5,,0.0927,,,641600,100000,4,
4,0.0001,0.0000,0.0000,4,9,26.4299,3,1,200,0.25,0.0409,0.0035,0.0002,0.0001,8000600,100000,8,0.9
8,0.0000,0.0000,0.0000,8,4,0.2218,2,9,100,0.75,0.0142,0.0012,0.0001,0.0001,70100,1000,4,0.4
8,,,0.0000,8,9,0.1565,1,8,400,0.75,,0.0028,,,3200,1000,8,
8,,,0.0000,8,8,0.0987,1,8,100,0.75,,0.0045,,,800,600.0,8,
2,0.0000,0.0000,0.0000,2,1,23.1520,2,0,400,0.5,0.0244,0.0013,0.0001,0.0018,320000,100000,4,0.2
2,0.0000,0.0001,0.0000,8,7,19.2456,3,28,400,0.5,0.0307,0.0014,0.0002,0.0001,320320400,100000,2,0.2
4,0.0583,0.0004,0.0000,8,6,60.2776,1,11,200,0.75,59.6523,0.1680,0.0053,0.0722,1600,1200.0,8,0.41
2,0.0000,,0.0001,2,5,2.8504,2,0,200,0.25,,0.9312,,0.0006,40200,10000,4,1
4,,,0.0000,4,8,27.3413,3,1,100,0.75,,0.5767,,,2010100,100000,8,
8,0.0000,0.0000,0.0000,4,0,2.7961,2,4,100,0.25,0.0129,0.0019,0.0001,0.0001,30100,22575.0,4,0.1
8,,,0.0000,8,9,60.0003,2,9,200,0.75,,44.6905,,,200600,100000,4,
8,0.0000,,0.0000,8,5,0.9889,1,3,400,0.25,,0.8498,,0.0004,3200,2400.0,4,1
4,0.0000,0.0000,0.0000,8,7,2.5372,3,15,200,0.75,0.0274,0.0020,0.0002,0.0001,8160600,10000,2,0.6
8,,,0.0000,4,4,1.6110,2,4,100,0.25,,0.0463,,,30100,10000,4,
2,0.0000,,0.0000,8,6,11.4340,2,12,200,0.25,,0.0020,,0.0000,121000,90750.0,8,1
2,0.0000,,0.0000,8,8,2.0718,2,12,100,0.75,,0.0024,,0.0000,70100,10000,8,1
2,0.0001,0.0000,0.0000,8,4,35.8350,2,16,200,0.5,0.0351,0.0047,0.0003,0.0004,200600,100000,4,0.615
2,,,0.0002,8,3,0.3554,1,1,200,0.75,,0.0170,,,1600,1200.0,8,
8,,,0.0000,8,1,0.2695,1,15,400,0.75,,0.0051,,,3200,1000,8,
2,0.0000,0.0000,0.0001,8,2,29.3977,3,28,100,0.25,0.0407,0.0084,0.0002,0.0001,3030200,100000,2,0.8
2,,,0.0000,8,6,0.3131,2,1,400,0.75,,0.0064,,,1280000,1000,8,
2,,,0.0000,8,1,0.3924,1,5,400,0.25,,0.0163,,,3200,2400.0,4,
8,,,0.0000,2,9,0.0681,1,1,200,0.75,,0.0030,,,400,300.0,8,
4,0.0000,0.0000,0.0000,2,2,30.5091,3,1,400,0.5,0.0399,0.0019,0.0002,0.0001,128000000,100000,2,0.7
4,,,0.0000,4,0,32.0646,3,1,400,0.75,,0.0049,,,64160800,100000,4,
8,0.0000,,0.0000,8,7,2.4759,3,1,100,0.5,,0.0025,,0.0000,3020300,10000,4,1
4,0.0000,,0.0000,2,0,2.2419,3,1,100,0.25,,0.0013,,0.0000,1010000,10000,2,1
8,0.1034,0.0007,0.0000,8,0,60.3461,1,22,200,0.75,59.1203,0.2242,0.0422,0.1392,1600,1000,8,0.91
4,0.0000,,0.0000,8,5,0.3109,3,15,400,0.5,,0.0026,,0.0000,256001600,1000,8,1
4,0.0000,0.0000,0.0000,8,0,30.9517,3,15,200,0.75,0.0336,0.0012,0.0002,0.0001,24160200,100000,4,0.4
2,0.0001,,0.0001,8,7,10.4557,2,12,100,0.75,,0.0069,,0.0001,60200,45150.0,8,1
4,0.0000,,0.0000,4,9,1.6735,2,6,200,0.25,,0.0010,,0.0000,80400,10000,4,1
2,0.0000,0.0000,0.0000,8,9,0.2314,2,27,200,0.5,0.0231,0.0025,0.0002,0.0002,200600,1000,2,0.3
2,0.0000,0.0000,0.0000,8,1,24.5615,3,21,200,0.5,0.0435,0.0015,0.0003,0.0001,32080400,100000,4,0.8
4,0.4128,0.0008,0.0000,4,0,60.3037,3,1,400,0.25,56.8915,0.7041,0.0142,0.4816,128160400,1000,8,0.61
8,0.0000,0.0002,0.0000,8,8,2.9516,3,1,400,0.75,0.0201,0.0011,0.0001,0.0001,320160800,10000,4,0.6
8,0.0000,,0.0000,8,1,0.2286,2,26,100,0.25,,0.0013,,0.0000,30500,1000,2,1
2,,,0.0001,8,1,3.3940,3,27,200,0.5,,0.0173,,,32040600,10000,4,
8,0.0000,,0.0000,8,3,0.2984,2,20,200,0.75,,0.0016,,0.0000,200600,1000,8,1
4,0.0002,0.0000,0.0000,8,9,0.3542,3,17,400,0.75,0.0249,0.0018,0.0002,0.0002,192161600,1000,8,0.7
2,0.0000,0.0000,0.0001,8,8,0.3710,3,22,200,0.75,0.0265,0.0055,0.0002,0.0001,32000800,1000,2,0.9
8,,,0.0001,8,4,0.1955,1,20,200,0.25,,0.0143,,,1600,1000,8,
4,0.0001,0.0001,0.0000,8,6,0.4287,3,15,200,0.75,0.0391,0.0036,0.0002,0.0002,24080600,1000,2,0.9
2,0.0000,,0.0001,8,3,0.2979,3,23,100,0.25,,0.0015,,0.0000,6020000,1000,8,1
2,0.0001,,0.0000,2,6,2.1820,2,0,200,0.5,,0.0022,,0.0000,40200,10000,4,1
8,,,0.0000,8,9,0.1923,3,12,200,0.25,,0.0034,,,16160400,1000,4,
4,0.0001,0.0000,0.0000,8,2,23.8588,3,23,100,0.25,0.0513,0.0044,0.0002,0.0001,5030000,100000,2,0.1
8,0.0001,0.0000,0.0000,8,1,0.4263,1,22,200,0.75,0.0293,0.0048,0.0003,0.0003,1600,1200.0,8,0.2
8,0.0001,,0.0000,4,4,2.1087,3,6,200,0.25,,0.0013,,0.0001,24000200,10000,4,1
8,0.0000,,0.0000,4,9,0.2653,3,6,200,0.25,,0.0014,,0.0000,8040400,1000,4,1
8,,,0.0000,8,6,0.2953,1,6,200,0.75,,0.0065,,,1600,1200.0,2,
8,0.0000,,0.0000,4,3,19.8052,2,4,400,0.25,,0.0011,,0.0000,640000,100000,4,1
2,,,0.0000,8,7,0.1601,1,1,200,0.5,,0.0073,,,1600,1200.0,8,
2,,,0.0000,8,6,23.5916,2,1,400,0.5,,0.0575,,,1280000,100000,8,
2,,,0.0000,2,3,3.1661,2,0,100,0.75,,0.1293,,,20000,15000.0,4,
4,0.0001,0.0000,0.0000,8,9,0.2849,1,9,100,0.75,0.0294,0.0047,0.0006,0.0010,800,600.0,2,0.526
4,,,0.0000,8,7,34.1457,3,15,100,0.75,,0.1400,,,5010200,100000,8,
4,0.0000,,0.0000,8,5,0.1453,2,17,200,0.25,,0.0030,,0.0000,160800,1000,2,1
2,,,0.0000,8,2,0.1312,1,5,400,0.25,,0.0064,,,3200,1000,8,
8,0.0000,,0.0000,8,7,23.4920,3,1,400,0.25,,0.0011,,0.0000,192321200,100000,4,1
2,0.0000,,0.0000,8,2,29.0013,3,23,400,0.5,,0.0033,,0.0000,320480000,100000,8,1
4,,,0.0000,4,1,3.8280,3,1,200,0.75,,0.1979,,,16040200,10000,8,
4,0.0001,0.0000,0.0000,8,8,0.3635,3,15,200,0.5,0.0250,0.0042,0.0002,0.0002,32040600,1000,2,0.3
8,,,0.0000,8,5,10.7731,2,20,100,0.5,,0.1132,,,50300,37725.0,8,
8,0.0000,0.0001,0.0000,8,0,3.3850,3,12,400,0.75,0.0399,0.0016,0.0002,0.0001,192480800,10000,4,0.2
2,0.0000,,0.0000,4,1,4.0611,2,0,100,0.5,,0.0014,,0.0000,20200,15150.0,4,1
8,0.0000,,0.0000,8,7,9.9899,2,26,100,0.5,,0.0020,,0.0001,50300,37725.0,2,1
4,0.0001,,0.0000,8,0,0.3033,3,23,400,0.5,,0.0028,,0.0001,256320800,1000,2,1
2,0.0000,,0.0000,8,8,2.8747,3,22,200,0.25,,0.0015,,0.0000,32000800,10000,2,1
8,0.0000,,0.0001,8,5,24.6012,2,26,400,0.25,,0.0050,,0.0000,1120400,100000,2,1
4,0.0000,,0.0000,8,1,0.2938,3,15,100,0.25,,0.0020,,0.0000,3020300,1000,8,1
8,0.0003,0.0000,0.0000,8,2,11.8404,2,4,100,0.75,0.0323,0.0040,0.0002,0.0008,50300,37725.0,8,0.4
8,0.0000,,0.0000,8,2,0.3008,3,12,400,0.5,,0.0022,,0.0000,128321600,1000,4,1
4,,,0.0000,8,7,3.6533,3,15,100,0.75,,0.0220,,,5010200,10000,8,
2,0.0000,,0.0000,8,7,24.4666,2,27,400,0.25,,0.0016,,0.0000,482000,100000,2,1
8,,,0.0000,8,4,0.2412,1,3,100,0.5,,0.1157,,,800,600.0,4,
2,0.0000,,0.0000,8,0,2.3718,2,19,200,0.5,,0.0013,,0.0000,121000,10000,2,1
8,,,0.0000,8,0,3.3852,2,9,100,0.25,,0.0403,,,20600,15450.0,4,
4,0.0000,,0.0000,8,2,2.1924,2,17,100,0.25,,0.0015,,0.0000,50300,10000,2,1
8,0.0000,,0.0000,4,3,0.2469,2,4,200,0.75,,0.0015,,0.0000,160000,1000,4,1
4,0.0002,,0.0000,8,8,0.2101,3,17,400,0.75,,0.0068,,0.0002,128640800,1000,8,1
2,0.0000,,0.0000,8,4,1.9047,3,3,100,0.5,,0.0008,,0.0000,2050100,10000,4,1
2,,,0.0000,8,5,0.6509,1,5,200,0.5,,0.4887,,,1600,1000,4,
2,,,0.0000,8,7,0.1897,1,1,200,0.75,,0.0034,,,1600,1200.0,8,
2,0.0000,0.0000,0.0000,8,9,0.2277,3,23,400,0.25,0.0151,0.0014,0.0002,0.0001,256320800,1000,8,0.6
4,,,0.0000,4,6,12.4354,2,6,200,0.5,,0.6005,,,80400,60300.0,4,
2,0.0000,,0.0000,8,2,0.1874,3,28,100,0.25,,0.0013,,0.0000,3030200,1000,2,1
8,0.0000,0.0000,0.0000,8,9,3.5099,3,1,100,0.75,0.0193,0.0016,0.0002,0.0001,3000500,10000,4,0.5
2,0.0501,0.0003,0.0000,8,1,60.3045,3,21,100,0.75,59.3598,0.1965,0.0063,0.0739,4020200,1000,4,0.11
4,,,0.0000,4,3,3.5318,3,1,100,0.5,,0.0453,,,3000100,10000,8,
4,,,0.0000,8,0,0.2324,1,9,200,0.25,,0.0052,,,1600,1200.0,2,
8,0.0000,0.0001,0.0000,8,1,0.2437,2,4,100,0.25,0.0241,0.0023,0.0002,0.0002,40400,1000,8,0.6
2,0.0000,,0.0000,8,8,0.1984,2,1,100,0.5,,0.0011,,0.0000,60200,1000,8,1
2,0.0000,,0.0001,8,6,0.2211,3,21,100,0.25,,0.0139,,0.0000,3020300,1000,4,1
2,0.0000,0.0000,0.0000,4,9,2.7475,2,0,400,0.75,0.0209,0.0011,0.0007,0.0001,320800,10000,4,0.8
2,,,0.0001,8,4,0.3311,1,1,400,0.75,,0.0057,,,3200,2400.0,8,
4,0.0000,,0.0001,8,6,28.1360,3,8,200,0.75,,0.0025,,0.0001,32040600,100000,2,1
4,0.0001,0.0001,0.0000,8,4,32.0269,3,23,100,0.75,0.0625,0.0049,0.0004,0.0005,3020300,100000,2,0.328
8,0.0000,,0.0000,8,4,13.3429,2,8,100,0.75,,0.0041,,0.0000,60200,45150.0,4,1
8,0.0000,,0.0000,8,1,22.3960,2,26,400,0.25,,0.0016,,0.0000,482000,100000,2,1
8,,,0.0000,2,6,0.0424,1,1,100,0.75,,0.0034,,,200,150.0,8,
4,,,0.0001,8,3,3.4319,3,17,100,0.5,,0.0659,,,4010300,10000,8,
8,0.0000,,0.0000,8,1,0.5318,1,6,200,0.25,,0.3977,,0.0003,1600,1000,2,1
2,0.0000,,0.0000,8,6,31.2515,3,27,200,0.25,,0.0021,,0.0001,32040600,100000,4,1
4,,,0.0000,4,1,0.1150,1,5,100,0.5,,0.0119,,,400,300.0,2,
2,0.0001,,0.0000,8,5,2.0780,3,3,200,0.25,,0.0023,,0.0001,40040400,10000,4,1
4,,,0.0000,4,0,0.1961,3,1,400,0.5,,0.0033,,,64160800,1000,4,
4,,,0.0000,8,2,0.1291,1,9,100,0.25,,0.0148,,,800,600.0,2,
8,,,0.0000,8,5,0.2335,1,8,200,0.25,,0.0054,,,1600,1200.0,8,
8,0.0001,,0.0000,4,2,2.5029,3,6,100,0.25,,0.0022,,0.0000,3000100,10000,4,1
2,,,0.0000,8,2,0.1314,1,1,400,0.5,,0.0035,,,3200,1000,8,
2,0.0000,,0.0000,8,1,0.1720,3,27,400,0.25,,0.0026,,0.0000,256161200,1000,4,1
2,0.0000,0.0000,0.0000,2,0,25.8392,2,0,400,0.75,0.0322,0.0019,0.0002,0.0001,160400,100000,4,0.6
2,,,0.0000,8,4,0.2381,3,23,200,0.25,,0.0044,,,40040400,1000,8,
8,0.0000,0.0000,0.0000,8,3,2.7636,2,26,100,0.5,0.0282,0.0015,0.0001,0.0001,70100,10000,2,0.7
8,0.0000,,0.0001,8,1,24.8656,2,4,200,0.25,,0.4901,,0.0003,160800,100000,8,1
8,,,0.0000,8,9,0.1583,1,22,400,0.5,,0.0025,,,3200,1000,8,
4,,,0.0000,4,6,0.0648,1,5,100,0.25,,0.0035,,,400,300.0,2,
2,0.0000,0.0000,0.0000,8,3,24.6357,3,23,200,0.25,0.0317,0.0017,0.0001,0.0001,48080000,100000,8,0.4
8,0.0000,0.0000,0.0000,8,8,0.2426,2,4,400,0.75,0.0151,0.0068,0.0002,0.0001,1280000,1000,8,0.2
2,0.0001,0.0001,0.0000,8,1,0.3858,3,3,400,0.25,0.0328,0.0024,0.0003,0.0103,320320400,1000,4,0.9
4,0.0000,,0.0000,8,4,2.2978,3,8,200,0.25,,0.0011,,0.0000,16120600,10000,2,1
4,0.0000,0.0000,0.0000,8,6,0.2168,1,12,200,0.75,0.0144,0.0020,0.0001,0.0002,1600,1200.0,2,0.5
8,,,0.0000,8,6,60.0020,2,20,100,0.75,,2.3911,,55.0954,60200,10000,8,
8,,,0.0001,8,9,14.4746,2,20,200,0.25,,0.2338,,,81200,60900.0,8,
2,0.0000,,0.0000,4,7,0.3613,2,0,100,0.25,,0.1960,,0.0002,30100,1000,4,1
2,0.0000,,0.0001,8,4,25.8897,3,27,200,0.25,,0.0027,,0.0000,8120800,100000,4,1
4,0.0000,0.0000,0.0000,8,8,32.7607,3,8,400,0.75,0.0324,0.0012,0.0002,0.0001,192321200,100000,2,0.2
8,,,0.0000,8,6,0.1315,1,15,200,0.25,,0.0028,,,1600,1000,8,
4,0.0001,,0.0000,8,2,2.4082,3,23,400,0.75,,0.0048,,0.0001,320480000,10000,2,1
2,0.0000,,0.0001,8,2,26.8043,2,27,200,0.5,,0.0063,,0.0000,200600,100000,2,1
8,,,0.0000,8,4,0.2444,2,8,200,0.25,,0.0104,,,240400,1000,4,
2,0.0004,0.0000,0.0000,8,3,0.2020,2,16,400,0.25,0.0248,0.0045,0.0004,0.0027,641600,1000,4,0.1
4,0.0000,0.0000,0.0000,8,7,28.5677,3,15,200,0.25,0.0348,0.0016,0.0002,0.0001,40080200,100000,4,0.6
8,,,0.0000,8,5,0.4725,1,6,400,0.5,,0.0058,,,3200,2400.0,2,
2,0.0003,0.0002,0.0001,8,9,0.3882,2,12,100,0.75,0.0314,0.0047,0.0003,0.0007,30500,1000,8,0.1
2,0.0000,0.0000,0.0000,8,6,0.3730,2,19,100,0.75,0.0277,0.0023,0.0002,0.0001,50300,1000,2,0.8
4,,,0.0000,8,1,0.2740,3,17,200,0.25,,0.0054,,,24080600,1000,8,
2,0.0000,,0.0000,8,2,0.3336,3,23,400,0.25,,0.0040,,0.0001,320480000,1000,8,1
8,0.0004,0.0000,0.0000,4,9,30.3486,3,6,200,0.5,0.0334,0.0039,0.0001,0.0007,8040400,100000,4,0.7
4,0.0000,0.0000,0.0000,8,6,1.7140,2,17,400,0.5,0.0164,0.0010,0.0002,0.0001,482000,10000,2,0.7
4,0.0000,,0.0000,8,2,2.3103,3,23,100,0.25,,0.0011,,0.0000,5030000,10000,2,1
2,0.0000,0.0000,0.0000,8,3,28.2837,3,22,100,0.75,0.0372,0.0017,0.0007,0.0001,2020400,100000,2,0.7
2,0.0000,,0.0000,4,8,14.1937,2,0,200,0.25,,0.0011,,0.0000,120200,90150.0,4,1
4,0.0000,0.0000,0.0000,8,7,1.7695,3,17,400,0.5,0.0194,0.0012,0.0002,0.0001,192321200,10000,8,0.8
2,0.0000,0.0000,0.0000,8,7,0.2020,3,28,200,0.5,0.0162,0.0009,0.0001,0.0001,40080200,1000,2,0.3
8,0.0000,,0.0000,8,4,0.1216,2,20,100,0.5,,0.0007,,0.0000,40400,1000,8,1
2,0.0000,0.0001,0.0000,8,8,0.1349,1,5,100,0.5,0.0166,0.0025,0.0002,0.0001,800,600.0,4,0.28
2,0.0000,,0.0000,8,1,17.9277,3,23,100,0.25,,0.0012,,0.0000,4020200,100000,8,1
2,0.0000,,0.0000,8,1,0.2076,3,27,200,0.25,,0.0038,,0.0000,32040600,1000,4,1
2,0.0000,,0.0001,8,2,8.1405,2,1,100,0.5,,0.0058,,0.0001,50300,37725.0,8,1
4,0.0000,0.0000,0.0000,8,8,2.0138,3,8,400,0.5,0.0260,0.0028,0.0006,0.0001,192321200,10000,2,0.1
8,0.0000,,0.0000,8,5,2.4849,2,26,100,0.5,,0.0017,,0.0000,70100,10000,2,1
4,0.0001,0.0000,0.0000,8,1,30.8684,3,17,400,0.5,0.0357,0.0034,0.0002,0.0005,192321200,100000,8,0.92
2,0.0000,0.0000,0.0001,8,8,3.0420,1,5,400,0.75,0.0174,2.5129,0.0001,0.0022,3200,2400.0,4,0.1
8,0.0001,0.0001,0.0000,8,7,2.3125,2,26,100,0.75,0.0376,0.0042,0.0002,0.0002,50300,10000,2,0.1
8,0.0000,,0.0000,8,3,1.6342,3,12,400,0.5,,0.0010,,0.0000,64800800,10000,4,1
2,,,0.0000,8,1,0.1805,2,16,100,0.75,,0.0044,,,40400,1000,4,
2,0.0000,,0.0000,8,1,0.0834,3,23,400,0.25,,0.0007,,0.0000,256320800,1000,8,1
2,0.0000,0.0000,0.0000,8,0,12.8819,3,22,400,0.5,0.0245,0.0015,0.0002,0.0001,320160800,100000,2,0.2
8,0.0000,,0.0000,8,1,0.0856,3,12,200,0.25,,0.0007,,0.0000,32080400,1000,4,1
8,0.0000,0.0000,0.0000,8,9,0.0994,2,26,200,0.5,0.0092,0.0013,0.0001,0.0001,160800,1000,2,0.7
2,,,0.0000,2,3,1.2170,2,0,100,0.25,,0.0215,,,20000,15000.0,4,
