maximum.number.of.nodes,number.of.variables,Grounding,maximum.arity,universe.size,instance,DSharp compilation,Total time,proportion.probabilistic,answer,number.of.facts,number.of.independent.pairs,Propagating evidence,Cycle breaking,Clark's completion,number.of.predicates,domain.size
4,8,0.0015,3,3000100,3,0.0005,0.3770,0.75,0.5,1000,1,0.0000,0.0001,0.0000,4,100
4,8,0.0015,3,24000200,3,0.0005,0.3032,0.25,1,1000,1,0.0000,0.0000,0.0000,4,200
2,4,0.0315,2,40400,3,,3.4091,0.75,,10000,16,0.0000,,,8,100
4,2,0.0027,3,192321200,1,0.0008,42.1866,0.75,0.2,100000,23,0.0000,0.0002,0.0001,8,400
8,8,0.0123,1,3200,9,,0.3653,0.25,,2400.0,22,0.0000,,,8,400
8,4,0.2998,3,8040400,9,,42.6511,0.75,,100000,6,0.0000,,,4,200
8,8,0.0056,2,40400,1,,0.3376,0.75,,1000,4,0.0000,,,8,100
2,2,0.0135,3,32040600,2,,0.3699,0.75,,1000,22,0.0000,,,8,200
2,4,0.0019,2,80000,1,0.0006,3.7304,0.75,0.1,10000,0,0.0000,0.0001,0.0000,2,200
8,4,0.0037,3,2040200,9,0.0031,38.3381,0.5,0.7,100000,12,0.0000,0.0004,0.0003,8,100
4,8,0.0020,3,128640800,8,0.0020,0.3573,0.25,1,1000,17,0.0000,0.0001,0.0001,8,400
4,4,0.0016,2,480400,7,0.0005,3.2954,0.5,1,10000,6,0.0000,0.0000,0.0000,4,400
4,8,23.8333,3,256320800,8,,60.0002,0.25,,100000,15,0.0000,,,8,400
8,8,0.0135,2,200600,5,,2.8019,0.5,,10000,20,0.0000,,,8,200
2,8,0.0041,1,3200,6,0.0009,0.3640,0.5,0.2,1000,1,0.0001,0.0006,0.0001,8,400
8,4,48.7234,2,50300,9,,60.0002,0.5,,37725.0,9,0.0000,,,8,100
2,2,0.0036,3,192161600,8,0.0019,0.3430,0.5,1,1000,28,0.0000,0.0002,0.0002,8,400
8,4,0.0069,2,40400,7,0.0371,9.2054,0.5,0.82,30300.0,9,0.0000,0.0003,0.0001,8,100
4,2,0.0016,3,128481200,2,0.0006,3.5294,0.75,0.2,10000,15,0.0000,0.0001,0.0000,8,400
2,2,0.0028,3,4010300,2,0.0007,43.4801,0.75,1,100000,22,0.0000,0.0000,0.0000,8,100
4,4,0.1288,3,6010100,1,,42.5430,0.75,,100000,15,0.0001,,,8,100
4,2,0.0044,3,128162000,0,0.0005,3.2049,0.25,1,10000,15,0.0000,0.0000,0.0000,8,400
4,2,0.0021,3,2010500,0,0.0006,4.0286,0.75,0.1,10000,15,0.0000,0.0001,0.0000,8,100
8,4,0.0023,2,60200,6,0.0006,0.3625,0.5,0.6,1000,9,0.0000,0.0001,0.0000,8,100
2,8,0.0035,1,3200,6,0.0009,0.5335,0.5,0.3,2400.0,1,0.0000,0.0003,0.0001,8,400
4,4,0.0060,2,320800,6,,0.2568,0.25,,1000,6,0.0000,,,4,400
8,2,0.0138,1,1600,3,0.0006,0.3386,0.75,1,1200.0,6,0.0000,0.0001,0.0000,8,200
4,2,0.0036,2,801200,2,,0.2654,0.5,,1000,17,0.0000,,,8,400
8,4,0.0022,3,192800000,5,0.0008,33.1511,0.5,0.8,100000,1,0.0000,0.0002,0.0001,8,400
4,8,0.0015,3,24040000,2,0.0006,0.3170,0.25,1,1000,1,0.0000,0.0000,0.0000,4,200
8,4,0.0015,3,192321200,7,0.0005,0.2302,0.25,1,1000,1,0.0000,0.0000,0.0000,8,400
4,4,0.0020,2,320800,1,0.0006,27.8800,0.25,0.3,100000,6,0.0000,0.0001,0.0000,4,400
4,2,0.0028,1,1600,0,0.0005,0.3204,0.75,1,1200.0,12,0.0000,0.0000,0.0000,8,200
4,2,0.0063,1,800,3,,0.2130,0.25,,600.0,9,0.0000,,,8,100
8,4,0.0104,2,641600,3,,0.3372,0.25,,1000,9,0.0001,,,8,400
8,2,0.0066,2,322400,6,0.0007,3.2203,0.75,0.9,10000,26,0.0000,0.0001,0.0000,8,400
4,2,0.0017,3,2000000,2,0.0012,3.4436,0.25,1,10000,1,0.0000,0.0000,0.0000,2,100
2,4,0.0017,3,4020200,8,0.0005,0.3835,0.25,0.5,1000,27,0.0000,0.0001,0.0000,8,100
8,4,0.0020,2,280200,4,0.0010,2.9287,0.5,0.6,10000,9,0.0000,0.0001,0.0001,8,200
8,4,0.0051,3,1020100,3,,3.9034,0.5,,10000,6,0.0000,,,4,100
2,4,0.0039,3,64481600,4,0.0007,0.4014,0.75,0.8,1000,27,0.0000,0.0018,0.0004,8,400
8,2,0.0090,1,3200,2,0.0006,0.6864,0.75,0.1,2400.0,6,0.0001,0.0010,0.0001,8,400
4,4,0.0014,3,8040400,0,0.0005,0.2461,0.25,1,1000,1,0.0000,0.0000,0.0000,4,200
4,2,0.0111,3,2030300,1,0.0004,38.3014,0.5,1,100000,15,0.0000,0.0000,0.0000,8,100
4,2,0.0022,2,30500,4,0.0005,7.3398,0.5,1,22875.0,17,0.0000,0.0001,0.0000,8,100
2,2,0.0029,3,256320800,7,0.0006,0.3284,0.5,1,1000,22,0.0000,0.0001,0.0002,8,400
4,4,0.0177,3,3010400,8,0.0676,42.9136,0.75,0.88,100000,15,0.0000,0.0006,0.0001,8,100
4,2,0.0014,3,4010300,4,0.0005,3.5168,0.75,0.8,10000,15,0.0000,0.0001,0.0000,8,100
2,4,0.0026,3,256161200,3,0.0021,35.2638,0.25,1,100000,27,0.0000,0.0001,0.0000,8,400
4,8,0.0018,3,128160400,8,0.0006,34.4577,0.25,0.8,100000,1,0.0000,0.0122,0.0000,4,400
8,4,0.0026,3,16080800,2,0.0006,37.1970,0.5,1,100000,12,0.0000,0.0001,0.0000,8,200
8,4,0.0022,2,30500,8,0.0005,0.2698,0.75,0.8,1000,9,0.0000,0.0002,0.0000,8,100
2,8,1.1180,1,3200,1,,1.5568,0.25,,2400.0,1,0.0000,,,8,400
8,2,0.0014,2,641600,9,0.0005,2.8756,0.5,1,10000,26,0.0000,0.0000,0.0000,8,400
2,8,0.0407,3,32080400,1,,3.8401,0.75,,10000,23,0.0000,,,8,200
4,8,0.0017,3,5010200,4,0.0005,3.6884,0.5,1,10000,15,0.0000,0.0000,0.0000,8,100
2,4,0.0113,2,80400,9,,3.3536,0.75,,10000,0,0.0001,,,4,200
2,4,0.0233,1,1600,9,,0.2813,0.5,,1200.0,5,0.0000,,,4,400
2,4,0.0122,1,800,9,,0.1838,0.75,,600.0,5,0.0000,,,4,200
2,4,0.0032,1,3200,4,0.0012,0.2898,0.25,0.5,1000,5,0.0000,0.0003,0.0001,8,400
8,4,0.0177,1,3200,2,,0.7810,0.5,,2400.0,10,0.0002,,,8,400
4,8,0.0190,3,40040400,7,,3.1031,0.25,,10000,15,0.0001,,,8,200
4,2,0.0111,3,192480800,9,0.0013,3.6234,0.5,0.8,10000,8,0.0000,0.0006,0.0001,8,400
8,8,0.0027,1,1600,3,0.0005,0.2802,0.75,0.3,1200.0,20,0.0000,0.0003,0.0000,8,200
4,2,0.0185,1,400,7,,0.0947,0.5,,300.0,5,0.0000,,,4,100
2,4,0.0129,2,120200,2,,0.2336,0.25,,1000,0,0.0001,,,4,200
2,8,0.0148,1,800,4,,0.2737,0.75,,600.0,5,0.0003,,,8,100
4,2,0.0048,3,3010400,2,0.0005,0.2655,0.5,1,1000,8,0.0000,0.0001,0.0000,8,100
2,4,0.0011,3,4030100,5,0.0006,0.3030,0.75,0.5,1000,27,0.0000,0.0001,0.0001,8,100
2,8,0.0021,1,800,0,,0.1078,0.5,,600.0,5,0.0000,,,8,100
4,2,0.0017,3,2040200,3,0.0005,3.2927,0.25,1,10000,8,0.0000,0.0000,0.0000,8,100
8,4,0.0026,1,1600,2,,0.1473,0.25,,1000,3,0.0000,,,8,200
8,4,0.0011,2,280200,4,0.0004,2.5552,0.25,1,10000,9,0.0000,0.0000,0.0000,8,200
2,8,0.0245,3,32080400,9,,4.6806,0.75,,10000,23,0.0000,,,8,200
2,2,0.0016,3,5020100,7,0.0005,0.3689,0.75,1,1000,28,0.0000,0.0000,0.0001,8,100
8,8,0.0107,1,1600,7,,0.2843,0.75,,1000,20,0.0000,,,8,200
8,4,0.0047,2,322400,8,0.0014,29.7219,0.25,1,100000,8,0.0000,0.0001,0.0001,8,400
4,4,0.0020,2,640000,3,0.0008,36.4447,0.75,0.8,100000,6,0.0000,0.0001,0.0000,4,400
4,8,0.0012,3,8000000,9,0.0007,3.4873,0.25,1,10000,15,0.0000,0.0002,0.0000,8,100
4,4,0.0121,1,1600,0,,0.2943,0.5,,1200.0,9,0.0000,,,8,200
4,2,0.0022,3,48000400,5,0.0007,0.3484,0.5,1,1000,15,0.0000,0.0001,0.0000,8,200
8,2,0.0069,1,800,8,,0.2165,0.5,,600.0,6,0.0000,,,8,100
4,4,0.1116,2,40600,8,,3.7899,0.75,,10000,6,0.0000,,,4,200
8,8,0.0123,2,482000,7,,0.2916,0.5,,1000,20,0.0003,,,8,400
8,4,0.0237,1,800,3,,0.1697,0.25,218.,600.0,3,0.0001,,,8,100
4,2,0.0016,3,8040000,3,0.0006,0.3583,0.5,0.3,1000,1,0.0000,0.0001,0.0000,2,200
4,8,0.0018,3,40040400,4,0.0006,3.8268,0.5,0.5,10000,15,0.0000,0.0001,0.0000,8,200
2,2,0.0014,2,482000,0,0.0005,0.3002,0.75,0.6,1000,19,0.0000,0.0001,0.0000,8,400
4,8,0.1688,3,24120400,4,0.0003,0.5404,0.75,1,1000,17,0.0000,0.0001,0.0000,8,200
2,4,0.1051,3,64481600,4,,33.4245,0.5,,100000,27,0.0000,,,8,400
8,2,0.0035,1,800,1,,0.1858,0.75,,600.0,6,0.0000,,,8,100
8,8,0.0049,1,3200,9,,0.1831,0.25,,1000,8,0.0000,,,8,400
8,8,0.0112,1,3200,9,0.0006,0.3108,0.75,0.4,1000,20,0.0002,0.0003,0.0000,8,400
8,4,0.0054,1,1600,2,,0.4731,0.75,,1200.0,10,0.0000,,,8,200
2,4,0.0900,3,4010300,7,,43.7780,0.75,,100000,21,0.0000,,,8,100
4,2,0.0020,3,56000200,5,0.0007,3.7379,0.5,0.7,10000,8,0.0000,0.0001,0.0000,8,200
8,4,0.0023,2,960800,6,0.0006,30.1998,0.25,1,100000,9,0.0000,0.0000,0.0000,8,400
2,4,0.0108,1,1600,4,0.0238,0.4455,0.75,0.1945,1000,5,0.0000,0.0049,0.0006,8,200
2,2,0.0010,2,200600,6,0.0004,2.6317,0.5,0.3,10000,19,0.0000,0.0001,0.0000,8,200
2,4,0.0664,3,16200200,4,0.0006,0.3659,0.75,0.7,1000,3,0.0000,0.0010,0.0001,8,200
2,4,0.3502,3,256320800,8,0.1684,1.0361,0.25,1,1000,3,0.0000,0.0972,0.0797,8,400
2,2,0.0022,2,200600,9,0.0008,29.5138,0.75,0.9,100000,27,0.0000,0.0001,0.0000,8,200
8,8,0.0065,2,40400,0,,0.2002,0.5,,1000,4,0.0000,,,8,100
8,8,0.0045,1,1600,3,,0.1512,0.25,,1200.0,8,0.0000,,,8,200
2,8,1.0569,2,121000,1,,1.2188,0.5,,1000,1,0.0000,,,8,200
8,8,0.0042,2,160800,2,0.0009,0.1873,0.5,1,1000,20,0.0000,0.0003,0.0003,8,200
8,8,0.0154,2,960800,6,,0.6514,0.5,,1000,20,0.0000,,,8,400
2,8,0.0012,3,384160400,6,0.0004,3.3681,0.75,0.3,10000,23,0.0000,0.0001,0.0000,8,400
4,8,0.0116,3,3030200,5,0.0005,31.0569,0.25,1,100000,17,0.0001,0.0000,0.0000,8,100
8,4,0.1020,2,20200,5,,1.8449,0.25,,10000,4,0.0000,,,4,100
2,8,0.0042,3,4020200,1,,0.1669,0.25,,1000,23,0.0000,,,8,100
4,4,0.0014,3,3040100,0,0.0004,26.8864,0.25,1,100000,15,0.0000,0.0000,0.0000,8,100
4,2,0.0022,3,6000200,5,0.0007,3.0657,0.5,1,10000,15,0.0000,0.0001,0.0000,8,100
4,4,0.0081,2,20200,2,,0.3069,0.25,,1000,6,0.0000,,,4,100
2,2,0.0013,2,60200,6,0.0004,0.2129,0.75,0.1,1000,27,0.0000,0.0001,0.0000,8,100
4,4,0.0023,3,320320400,7,0.0007,27.0091,0.25,1,100000,15,0.0000,0.0001,0.0000,8,400
8,4,0.0060,2,81200,8,,0.1563,0.75,,1000,8,0.0000,,,8,200
4,8,0.0019,1,1600,7,,0.1035,0.5,,1200.0,11,0.0000,,,8,200
4,4,0.0023,3,3040100,0,0.0007,2.5932,0.25,1,10000,15,0.0000,0.0001,0.0000,8,100
4,2,0.0035,2,160800,3,,0.2481,0.75,,1000,17,0.0000,,,8,200
2,2,0.0025,2,960800,6,0.0006,0.2100,0.75,0.6,1000,27,0.0000,0.0002,0.0000,8,400
2,2,0.0048,2,960800,1,0.0008,24.0556,0.5,0.5,100000,19,0.0000,0.0002,0.0001,8,400
4,4,0.0015,2,120200,7,0.0005,25.9199,0.75,0.3,90150.0,6,0.0000,0.0001,0.0000,4,200
2,8,0.0044,1,1600,7,,0.1638,0.5,,1000,5,0.0000,,,8,200
2,4,0.0011,3,256161200,7,0.0004,3.2510,0.5,1,10000,21,0.0000,0.0000,0.0000,8,400
2,4,0.0013,3,32120200,9,0.0004,3.3483,0.5,1,10000,3,0.0000,0.0001,0.0000,8,200
4,4,0.0052,1,1600,9,,0.1375,0.25,,1000,9,0.0000,,,8,200
2,4,0.0015,3,32080400,3,0.0005,33.0719,0.75,1,100000,3,0.0000,0.0000,0.0000,8,200
2,4,0.0011,3,128321600,9,0.0004,2.8903,0.75,0.9,10000,21,0.0000,0.0001,0.0000,8,400
8,4,0.0086,2,240400,6,,2.7574,0.75,,10000,9,0.0001,,,8,200
8,4,0.0011,3,32040600,5,0.0004,0.1674,0.25,1,1000,12,0.0000,0.0000,0.0000,8,200
2,8,0.6014,2,121000,9,0.5184,18.5030,0.25,1,90750.0,12,0.0000,0.1903,0.1657,8,200
4,8,0.0781,3,48000400,2,,24.6388,0.5,,100000,15,0.0000,,,8,200
2,8,0.0033,3,24001000,0,,0.1707,0.25,,1000,23,0.0000,,,8,200
8,4,0.0030,3,1000700,6,0.0006,28.8131,0.75,0.6,100000,1,0.0000,0.0001,0.0000,8,100
4,8,0.0443,3,16040200,8,,1.3167,0.25,,10000,1,0.0000,,,4,200
4,2,0.0014,3,192321200,8,0.0004,24.0720,0.25,1,100000,8,0.0000,0.0000,0.0000,8,400
4,4,0.0016,3,2020000,2,0.0006,2.5137,0.75,0.1,10000,1,0.0000,0.0001,0.0000,4,100
2,8,0.0020,2,641600,5,0.0007,27.8612,0.25,0.5,100000,12,0.0000,0.0001,0.0000,8,400
4,4,0.0025,2,120200,0,0.0006,0.1597,0.25,1,1000,6,0.0000,0.0000,0.0000,4,200
8,8,0.0020,2,40400,4,0.0007,6.8202,0.25,1,30300.0,4,0.0000,0.0001,0.0000,8,100
2,8,0.0337,2,40400,3,,5.2752,0.75,,30300.0,1,0.0000,,,8,100
2,8,0.1822,1,1600,6,0.0004,0.2885,0.75,0.9,1200.0,1,0.0000,0.0003,0.0000,8,200
8,8,0.0026,1,800,2,0.0006,0.1101,0.75,0.6,600.0,8,0.0000,0.0002,0.0000,8,100
8,4,0.0015,3,3050000,5,0.0006,0.2116,0.75,0.7,1000,1,0.0000,0.0001,0.0000,8,100
4,4,0.0010,3,16080800,9,0.0003,1.3449,0.25,1,10000,15,0.0000,0.0000,0.0000,8,200
2,4,0.0016,2,320800,4,0.0006,16.5812,0.25,0.1,100000,0,0.0000,0.0001,0.0000,4,400
2,4,0.0011,3,320320400,0,0.0003,24.0708,0.5,1,100000,27,0.0000,0.0000,0.0000,8,400
2,4,0.0384,2,320000,8,,1.5216,0.25,,10000,0,0.0000,,,2,400
4,2,0.0009,2,200600,2,0.0004,22.5415,0.75,0.8,100000,17,0.0000,0.0000,0.0001,8,200
2,8,0.0026,2,160800,3,,0.1143,0.75,,1000,1,0.0000,,,8,200
8,4,0.0010,3,16080000,1,0.0004,0.1256,0.75,0.6,1000,6,0.0000,0.0001,0.0000,4,200
2,2,0.0014,2,801200,2,0.0003,0.0950,0.5,1,1000,27,0.0000,0.0000,0.0000,8,400
2,4,0.0012,3,128321600,9,0.0003,15.1346,0.25,1,100000,21,0.0000,0.0000,0.0000,8,400
2,2,0.0034,2,240400,1,0.0003,15.2639,0.75,1,100000,19,0.0001,0.0000,0.0000,8,200
4,2,0.0029,1,1600,3,,0.1275,0.75,,1200.0,5,0.0000,,,4,400
2,8,0.0020,1,800,4,0.0003,0.0439,0.25,0.6,600.0,5,0.0000,0.0001,0.0000,8,100
4,4,59.8669,2,161200,5,,60.0001,0.25,,1000,6,0.0000,,,4,400
8,4,0.0022,1,3200,7,,0.1985,0.75,,2400.0,3,0.0000,,,8,400
2,4,0.0020,1,800,4,0.0003,0.0472,0.25,0.8,600.0,5,0.0000,0.0001,0.0001,4,200
8,4,0.0016,3,1020100,8,0.0003,27.4916,0.25,0.4,100000,6,0.0000,0.0001,0.0000,4,100
4,4,0.0017,3,32080400,5,0.0005,27.8475,0.5,1,100000,15,0.0000,0.0000,0.0000,8,200
2,8,0.0032,2,121000,6,,0.0742,0.25,,1000,12,0.0000,,,8,200
2,2,0.0027,2,60200,6,0.0007,6.7509,0.5,1,45150.0,27,0.0000,0.0001,0.0000,8,100
4,2,0.0044,3,6010100,6,0.0004,1.2528,0.25,0.1,10000,23,0.0001,0.0001,0.0000,8,100
2,8,0.0014,3,256161200,8,0.0006,1.3582,0.5,1,10000,23,0.0000,0.0000,0.0000,8,400
2,4,0.4350,3,256320800,1,0.0007,0.7640,0.25,1,1000,21,0.0000,0.0003,0.0000,8,400
4,8,0.4633,3,256161200,3,,25.2686,0.25,,100000,17,0.0000,,,8,400
2,4,0.0028,1,1600,5,0.0006,0.1576,0.75,0.6,1000,5,0.0000,0.0002,0.0001,4,400
2,4,0.1014,2,320800,1,,14.0696,0.5,,100000,0,0.0000,,,4,400
8,8,0.0155,2,60200,6,0.0114,0.1422,0.75,0.5,1000,20,0.0000,0.0034,0.0007,8,100
2,2,0.0021,2,200600,2,0.0008,20.1224,0.25,1,100000,27,0.0000,0.0000,0.0001,8,200
8,4,0.0026,2,160800,2,0.0005,0.1733,0.25,0.4,1000,9,0.0000,0.0001,0.0000,8,200
2,4,0.0028,3,32040600,7,0.0008,29.6341,0.75,0.1,100000,21,0.0000,0.0001,0.0001,8,200
2,4,0.0020,3,2040200,8,0.0008,2.7067,0.75,1,10000,21,0.0000,0.0001,0.0000,8,100
4,8,0.0013,3,320160800,4,0.0004,27.0612,0.25,1,100000,15,0.0000,0.0000,0.0000,8,400
4,2,0.0022,1,400,0,0.0004,0.0552,0.75,1,300.0,5,0.0000,0.0000,0.0000,4,100
2,2,0.0010,3,256001600,8,0.0004,20.1525,0.25,0.5,100000,22,0.0000,0.0001,0.0000,8,400
4,8,0.3358,3,2000200,6,,25.2406,0.25,,100000,1,0.0001,,,4,100
8,8,0.0070,2,240400,6,,2.1210,0.25,,10000,20,0.0000,,,8,200
4,8,0.0033,3,192321200,1,0.0005,0.2296,0.25,1,1000,17,0.0000,0.0000,0.0000,8,400
2,4,0.0037,2,200600,2,0.0007,0.2963,0.25,1,1000,16,0.0000,0.0001,0.0001,8,200
4,4,0.0015,2,320800,1,0.0006,0.2173,0.75,0.4,1000,6,0.0000,0.0001,0.0000,4,400
4,8,0.0015,3,64000000,9,0.0006,0.2682,0.25,0.9,1000,15,0.0000,0.0001,0.0000,8,200
4,8,0.2999,3,2000200,6,,29.9891,0.5,,100000,1,0.0000,,,4,100
8,4,0.0014,3,24200000,5,0.0006,0.2511,0.25,0.8,1000,1,0.0000,0.0001,0.0000,8,200
8,8,0.0036,1,800,6,,0.0996,0.75,,600.0,1,0.0000,,,2,400
2,8,0.0082,1,1600,4,,0.2328,0.25,,1000,1,0.0000,,,8,200
4,4,0.0019,2,80400,1,0.0007,0.3155,0.5,1,1000,6,0.0000,0.0000,0.0000,4,200
4,8,0.0073,1,3200,0,,0.3085,0.25,,2400.0,11,0.0000,,,8,400
8,4,0.0021,3,256320800,6,0.0004,0.2672,0.75,0.2,1000,12,0.0000,0.0001,0.0000,8,400
8,2,0.0011,2,960800,4,0.0004,2.6235,0.25,1,10000,26,0.0000,0.0000,0.0000,8,400
8,4,0.3031,3,32160000,4,,24.9920,0.5,,100000,12,0.0000,,,8,200
2,8,0.0024,2,160800,3,,0.0849,0.25,,1000,1,0.0000,,,8,200
8,4,0.0024,3,2020000,1,,0.1019,0.25,,1000,6,0.0000,,,4,100
2,4,0.0021,2,641600,7,0.0006,12.4273,0.25,0.7,100000,16,0.0000,0.0001,0.0000,8,400
4,2,0.0029,1,400,8,0.0006,0.0530,0.75,0.7,300.0,5,0.0000,0.0002,0.0001,4,100
8,4,0.5884,2,1120400,4,,18.4459,0.75,,100000,9,0.0000,,,8,400
4,2,0.0028,3,192321200,4,0.0004,27.9377,0.75,0.7,100000,23,0.0000,0.0002,0.0000,8,400
8,4,0.0021,3,3030200,4,0.0009,0.3472,0.25,0.9,1000,1,0.0000,0.0001,0.0000,8,100
2,4,0.0025,2,320800,5,0.0007,17.4628,0.25,0.4,100000,0,0.0000,0.0001,0.0000,4,400
8,4,0.0015,3,256320800,6,0.0005,23.8987,0.75,1,100000,12,0.0000,0.0001,0.0000,8,400
4,4,0.0027,3,16080000,1,0.0005,0.2248,0.5,1,1000,1,0.0000,0.0000,0.0000,4,200
2,4,0.9177,2,320000,8,,14.7570,0.5,,100000,0,0.0000,,,2,400
2,2,0.0054,3,5010200,0,0.0006,4.5965,0.5,1,10000,22,0.0001,0.0000,0.0000,8,100
8,8,0.0034,1,200,1,,0.0439,0.75,,150.0,1,0.0000,,,2,100
2,8,0.0093,1,800,5,,0.1506,0.75,,600.0,5,0.0001,,,8,100
8,4,0.0013,3,16080800,2,0.0005,3.3248,0.75,1,10000,12,0.0000,0.0000,0.0000,8,200
4,8,0.0024,1,3200,7,,0.1024,0.5,,1000,11,0.0000,,,8,400
8,2,0.0008,2,641600,9,0.0004,0.8731,0.25,0.3,10000,26,0.0000,0.0001,0.0000,8,400
8,8,0.0014,1,200,1,0.0003,0.0156,0.25,1,150.0,1,0.0000,0.0000,0.0000,2,100
4,2,59.7499,3,16041000,0,,60.0003,0.25,,1000,15,0.0000,,,8,200
8,2,0.0047,1,1600,3,0.0004,0.1399,0.5,1,1000,6,0.0000,0.0000,0.0000,8,200
8,8,0.0034,1,3200,7,,0.3775,0.75,,2400.0,20,0.0000,,,8,400
8,4,0.0021,3,2020000,1,0.0007,0.3646,0.75,1,1000,6,0.0000,0.0000,0.0000,4,100
8,4,0.0020,3,24120400,0,0.0005,2.6157,0.5,0.9,10000,12,0.0000,0.0001,0.0000,8,200
8,8,0.0053,1,3200,8,0.0008,0.7420,0.25,0.8,2400.0,20,0.0001,0.0002,0.0001,8,400
8,4,0.0297,3,1020100,3,,2.8000,0.25,,10000,6,0.0000,,,4,100
4,2,0.0034,3,192321200,4,0.0135,0.2640,0.75,0.92,1000,23,0.0000,0.0002,0.0001,8,400
2,2,0.0016,3,24120400,9,0.0006,25.2494,0.75,0.8,100000,22,0.0000,0.0001,0.0000,8,200
4,4,0.3030,3,128000800,9,0.2227,1.0309,0.25,0.9,1000,1,0.0000,0.2142,0.1557,4,400
4,4,0.0036,3,1010200,0,,27.7544,0.5,,100000,1,0.0000,,,4,100
2,4,0.0057,3,256480400,9,,2.6676,0.75,,10000,3,0.0000,,,8,400
8,8,0.0048,1,1600,8,,0.2545,0.75,,1000,15,0.0000,,,8,200
4,4,0.0020,2,30100,0,0.0007,0.3078,0.25,1,1000,6,0.0000,0.0001,0.0000,4,100
2,4,0.1108,2,40000,0,,5.4298,0.25,,30000.0,0,0.0000,,,4,100
2,4,0.0177,1,3200,4,0.0006,0.6895,0.75,1,2400.0,5,0.0001,0.0001,0.0000,8,400
2,4,0.0021,3,256640000,0,0.0007,0.3471,0.25,1,1000,21,0.0000,0.0001,0.0000,8,400
2,2,0.0028,3,16080800,6,,0.1985,0.75,,1000,22,0.0000,,,8,200
2,4,0.0010,3,24080600,0,0.0004,3.1590,0.75,1,10000,3,0.0000,0.0000,0.0000,8,200
4,4,53.5865,2,40000,3,,60.0003,0.75,,30000.0,6,0.0001,,,4,100
8,4,0.0644,3,32080400,1,,17.5471,0.5,,100000,12,0.0000,,,8,200
4,2,0.0017,3,56000200,5,0.0006,1.6573,0.75,0.1,10000,8,0.0000,0.0001,0.0000,8,200
8,8,0.0066,1,3200,1,,0.2861,0.25,,2400.0,8,0.0000,,,8,400
2,4,0.0062,1,1600,2,,0.1660,0.5,,1000,5,0.0001,,,8,200
4,4,0.0119,3,256480400,2,,29.4086,0.75,,100000,15,0.0000,,,8,400
4,4,0.0023,3,3000100,3,0.0008,2.9654,0.5,0.9,10000,1,0.0000,0.0001,0.0001,4,100
2,4,0.1380,3,40040400,5,,29.8543,0.5,,100000,3,0.0000,,,8,200
4,2,0.6643,3,24080600,8,0.0004,3.6664,0.5,1,10000,8,0.0000,0.0004,0.0000,8,200
4,2,0.0050,1,1600,7,,0.1438,0.75,,1200.0,12,0.0000,,,8,200
4,8,0.0015,3,24080600,3,0.0004,17.3925,0.25,1,100000,15,0.0000,0.0000,0.0000,8,200
2,2,0.0023,2,801200,4,0.0004,0.1565,0.5,0.4,1000,19,0.0000,0.0002,0.0000,8,400
8,4,0.0045,3,2030300,1,0.0006,21.0323,0.5,1,100000,1,0.0000,0.0000,0.0000,8,100
4,8,0.0014,3,192321200,1,0.0004,2.5243,0.5,1,10000,17,0.0000,0.0000,0.0000,8,400
8,8,0.0147,2,641600,0,,2.9134,0.75,,10000,4,0.0000,,,8,400
8,4,0.0059,2,160800,7,0.0008,2.5901,0.5,1,10000,9,0.0000,0.0001,0.0000,8,200
4,2,0.0032,3,8000200,7,0.0008,27.0057,0.5,0.4,100000,1,0.0000,0.0001,0.0000,2,200
8,4,0.0011,2,480400,8,0.0005,21.0922,0.25,1,100000,4,0.0000,0.0000,0.0000,4,400
8,8,0.0036,1,1600,6,,0.1913,0.75,,1200.0,20,0.0000,,,8,200
2,4,0.0013,2,80400,6,0.0004,12.5573,0.25,1,60300.0,0,0.0000,0.0000,0.0000,4,200
8,4,0.0037,3,2010100,6,0.0005,2.6698,0.25,0.6,10000,6,0.0000,0.0001,0.0000,4,100
2,4,0.0013,3,3020300,0,0.0005,0.1838,0.5,0.4,1000,3,0.0000,0.0001,0.0000,8,100
2,4,0.0071,2,320000,8,,0.1763,0.25,,1000,0,0.0000,,,2,400
8,8,0.0062,1,3200,1,,0.4795,0.5,,2400.0,20,0.0000,,,8,400
4,2,0.0008,2,801200,0,0.0003,17.8427,0.75,0.7,100000,17,0.0000,0.0001,0.0000,8,400
4,2,0.0032,1,800,3,,0.1199,0.75,,600.0,5,0.0000,,,4,200
4,4,0.0035,2,120200,4,,0.2092,0.75,,1000,6,0.0000,,,4,200
4,8,0.0170,3,16080800,6,,3.1331,0.5,,10000,15,0.0000,,,8,200
4,4,0.0029,2,80400,1,0.0007,1.7422,0.25,0.4,10000,6,0.0001,0.0001,0.0000,4,200
2,2,0.0021,3,24080600,1,0.0008,0.3807,0.75,0.1,1000,28,0.0000,0.0002,0.0000,8,200
2,8,0.0027,1,800,5,,0.0789,0.25,,600.0,5,0.0000,,,8,100
8,4,0.0040,1,1600,7,0.0197,0.1828,0.5,0.216,1000,10,0.0000,0.0004,0.0001,8,200
4,2,0.0022,1,1600,7,0.0004,0.1472,0.5,0.5,1000,12,0.0000,0.0001,0.0000,8,200
4,2,0.0012,2,641600,9,0.0005,2.6317,0.5,0.1,10000,17,0.0000,0.0001,0.0000,8,400
